Affiliate_id,Count,Name,Overall_percentile
8906,6,Katie Bender,93.9015
12406,5,Heather Embry,90.2369
17774,8,Janetsy Ramos,94.8915
6539,5,Dolores Gongora,80.3211
11012,8,Maritza Gisella Paula,89.9814
17779,7,Regan Huckaby,99.9465
11146,8,Brittney Daniel,76.6677
4321,10,Marina Ramos Jorge,99.7894
18230,3,Sophie Bois,59.9085
19762,1,Deana Pena,73.7703
2779,1,Lily Boyle,3.6629
11617,36,Chelsey Hughes,99.9534
5536,9,Cher Wallace,83.8277
6129,23,Lacey Wallace,89.7432
15606,9,Rachelle George,93.8316
13383,5,Emma Monteilhet,6.82
5544,4,Claudia Serrano,80.9968
13720,8,Meredith LaRue,95.1038
3715,41,Casidy Caldwell,98.9229
12391,1,Miriam Domenech,51.2528
18559,1,Keely Ward,91.5488
4888,21,Laura Knutson,93.6754
17183,19,Lateisha Graham,95.2824
2514,7,Chandler Norris,93.6331
9446,30,Hester Hengeveld,91.3209
8060,2,Sara Brown,93.1127
19991,1,Noemi Kraja,84.5035
17605,14,Michele Fumagalli,99.9033
15404,7,Ashlee Lindsay,91.1414
14675,1,Fabiane Palamone,57.0561
689,1,Brittney Boyack,86.8226
18026,9,Jami Mendoza,97.4349
4654,5,Karolina Motiejunaite,9.2824
16044,2,Kat Thomas,42.4744
17363,16,Andria Paonessa,89.9564
12361,11,Havilah Crider,9.8727
15153,7,Mary Krupp,47.4673
13286,12,Ashton Bagley,97.8535
13235,6,Chloe Bristow,90.6771
14999,18,Stephanie Pier,92.8865
13630,1,Isja Connal,94.3736
3473,20,Trudi Gregoratos,90.4268
19932,2,Joanne Salas,95.1012
4018,26,Jenna Stevenson,84.9152
14904,3,Mindy Houser,66.9805
19643,5,Jingyi Zhang,91.2812
6033,11,Mariska Malan,86.6819
14732,16,Paige LeRose,9.3807
5810,12,Abby Upmeyer,95.3273
11555,1,Anette Moe Løvik,19.6332
12905,5,Gabriela Toro,94.2226
13653,18,Mahala Coote,9.1909
3998,1,Belinda Gonzales,99.4502
939,2,Diana Hauptman,94.6481
20254,4,Kara Paulk,93.35
11022,14,Michelle Acton,78.6881
6819,8,Joanna Hammarström,83.1476
10294,1,Marianna Caspiati,39.2526
2798,7,Michele Banks,66.2392
19181,13,Chelsea Stinson,89.631
15897,5,Courtney Snead,90.7841
13809,2,Nili Bartov,61.0952
17001,1,Jaimie Bourassa,6.5982
20681,10,Elisa Hereid,92.6052
8738,13,Anja Filzer,90.2922
10001,16,Shannon Leembruggen,91.0007
11576,12,Lisa Wieslander,97.9114
15371,2,Fernanda Freitas,69.058
12968,21,Katherine Kennedy,99.2025
12291,6,Cassiana Gemelli,92.9124
4911,15,Rosana Alcocer,85.4494
19072,2,Nadia Lemhadden,64.8151
1990,6,Emily Arnott,94.838
550,17,Darien Gallian,93.0876
17708,5,Kendra Preuninger,97.6999
12437,25,Anne Sophie Gherardi,97.3806
6217,20,Maria Aragon de Gonzales,95.6467
17953,10,Aline Sena,85.7368
8335,9,Mariette Hanna,84.3818
14220,4,Teresa Briest,96.6582
11543,4,Taritza Puggina,67.3586
7563,30,Taylor Klein,89.7519
2052,5,Shae Tozzo,57.6007
17521,7,Melissa Wells,60.8527
845,1,Christie Barbato,67.1696
12795,8,Alva Cederholm,85.5461
5673,9,Jenae Judge,84.8798
16552,2,Lara Araújo,33.2214
124,18,Alyssa Olson,88.541
2665,7,Rachelle Carter,88.4443
12821,6,Jessica Uehlin,85.8568
3539,11,Linnéa Fallström,90.8523
18845,2,Agustina Corradini,3.4316
19692,1,Ashley Steudlein,29.9435
12359,6,Sarah Dinkelaar,98.4913
9064,5,Emelie Ullberg,97.3711
10920,21,Maria Casaceli,7.0366
11396,17,Hannah Ives,93.7971
9510,12,Rebecca Bell,89.3134
2016,10,Caitlin Weinsheimer,98.7926
2765,13,Mariana Orellana,92.6449
15470,3,Veronica Dominguez,78.5043
12405,2,Wendy Donnetta,72.0183
9235,5,Stacy Allen,50.8566
12404,3,Jennifer Lindsey,62.4537
18011,1,Anouk Wijgergangs,85.3191
11831,10,Josefin Frisk,62.5651
11926,10,Naama Shahar,89.6164
15776,11,Tamara Bos,74.1389
17524,2,Erin Conrad,84.6554
18714,4,Krista Headlee,91.8888
18314,24,Roxane Rondeau-Daoust,91.2303
16560,11,Kaytlin Williams,79.3795
10438,9,Sara Piazza,94.6817
20273,10,Amy Showalter,80.9174
12413,7,Haylie Hickman,89.3842
14303,9,Yohandra Hernandez,93.3146
16010,2,Laisa Torezani,28.2139
10320,5,Katherin Ferreira,86.4653
17621,14,Inara Lopes,83.8692
9113,5,Katie Wells,70.9412
2458,12,Marcelle Hrabar,84.0124
13727,19,Laura Smith,87.7668
4920,3,Sammy Chatham,85.0369
19982,8,Evie Hollis,99.2051
5915,9,Jenni Cook,99.2224
6647,14,Leslie Paredes,86.9434
10411,18,Hannah Chorlton,94.3227
12034,4,Claudia Agthe,93.7695
15724,1,Teresa Ferrer,93.1929
1261,5,Torie Coury,82.433
2331,12,Samantha Kaplan,87.192
8698,12,Candice Ulibarri,99.1188
12735,18,Laura Horvath,99.9862
20428,1,Janessa Jordan,10.0738
11096,15,Lara Masegosa Fernandez,87.9161
4653,40,TJ Garcia,99.3095
3610,53,Alyssa Long,93.3457
15739,5,Abigail Ferlmann,96.2008
21075,12,Patty Tafoya Valenzuela,9.1313
13919,39,Jacqueline Vyskocil,93.3604
5920,12,Genesis Salcedo,91.0396
10524,15,Gal Danon,71.9674
1075,6,Sammy Jo Mahler,92.9806
16646,2,Jennifer Tucker-Kurz,51.2579
19170,2,Sarah Bodin,66.7225
16738,5,Kourtney Martin,83.6318
9944,8,Christina Bueb,76.7074
402,4,Amanda Cagle,94.6981
20743,5,Tara Lopez,91.5255
2764,27,Chantelle Burger,97.3141
13410,1,Alyssa Heald,78.052
12257,16,Fernanda Portugal,76.9697
20708,7,Gabby Bragagnini,74.5152
13651,12,Charlotte Gardner,95.6984
3167,11,Misty Fierro,8.774
17543,5,Christina Wollweber,69.8779
17422,19,Wan Theng Wong,83.013
10594,7,Colleen Boyd,91.9398
20262,6,Patrícia Laet,58.3895
8905,9,Anja Kroon,79.1999
1086,4,Kaila Fleishman,95.6518
6448,15,Rebecca Pannebaker,9.934
3950,25,Alyssa Gillum,98.021
10291,8,Trisha Cherveny,96.8317
7019,12,Audrey Rodela,95.6113
12934,6,Brooke Marriott,94.8552
5711,3,Elzane van Eck,67.0832
8704,2,Jenny Lewis,72.1875
5995,12,Sara Piecukonis,98.8452
2681,16,Karla Thompson,90.4786
20619,13,Christy Perotti,80.019
17769,12,Evgenia Zimmer,95.241
13758,40,Kaitlyn Brickwood,98.8228
21073,1,Emilie Hartmann,69.587
15058,4,Joanna Jenkins,64.1402
17252,10,Lynette LeBlanc,74.6239
16190,4,Jennifer Sturm,56.9827
17165,9,Carly Poulter,94.9191
4933,30,Kelley Boblit,99.6833
15322,1,Lisa Djadel,11.1915
3211,16,Vanessa Goebel,97.3538
6959,18,Carmen Lundell,93.7902
5086,16,Jasmine Cassidy,93.8989
1290,12,Brittney Jones,83.87
18260,2,Lubianka Boniche,35.5008
18695,1,Hallie Olson,87.8876
16933,5,Geraldine Strippoli,86.9339
20993,13,Jenny Brummett,90.3327
18494,4,Jordan Henrichs,96.3147
12557,37,Mandi Newsome,99.622
15405,4,Abby Schulz,90.6564
10923,5,Mélodie Fernandes,88.0801
8748,2,Lianne O'Connor,76.6763
16501,4,Wilmaliz Torres,73.8834
13112,6,Chloe Baylis,42.3786
981,6,Mandy Gerth,86.4463
16340,11,Hannah Swim,87.6442
7645,5,Ana Yambrek,87.8833
20387,2,Anastasiya Gumenyuk,97.7621
9655,5,Raphaelle Tosi-Cavanagh,92.0028
18655,4,Kayla Smith,99.7601
2856,10,Rachel Hollis,9.2452
16663,3,Abigail Eagen,4.4759
2544,5,Kayla Krause,5.2466
15206,6,Ava Bliss,9.5931
10633,23,Shelly Seib,87.5044
14480,1,Sung Hee Lee,36.3932
15947,6,Laura Gibson,61.9436
9345,6,Shelby Grillo,76.3949
5853,2,Stephanie Sirek,58.8866
20418,1,Gaya Oliveira,35.8667
20718,8,Brenna Karamigios,80.4799
18696,14,Meghan Shea,90.1333
4371,32,Shannon Kaylor,98.1789
20406,20,Lauren Suever,99.5305
12367,6,Faith Rice,96.2646
19848,3,Krista Boutilier,80.7164
834,5,Annelie Jonkers,78.2816
9340,6,Ashley Nabors,77.6801
17528,1,Audrey Salas,6.6897
13287,5,Caitlin Scott,83.4946
4801,3,Katti Houshmandfar,83.0708
16943,31,Deborah Mawhinney,93.6996
17037,4,Jennifer Leising,97.4272
7187,10,Louise Toner,95.8106
Affiliate_id,1,Name,Overall_percentile
20341,1,Margareth Fernandes,98.166
6285,6,Kristin Pasdon,9.6146
1288,8,M Chancie Humes,94.6498
11853,5,Katherine Williams,69.7734
1796,15,Betsy Chapman,98.399
11794,2,Neeks Forbes,73.7876
1235,12,Courtney Dunnavant,95.6285
3032,11,Caitlyn Spickler,97.4548
5047,2,Pilar Llera Fernandez,79.4545
16201,3,Neha Agarwalla,90.7082
15495,6,Kelly Demers,90.2343
6927,13,Amber Spann,96.9024
3933,5,Casey Baxter-Wilms,94.3193
15655,1,Raquel Lobão,88.6584
14491,17,Estela Mayumi Shimabukuro,94.447
14982,6,Allison Gaboury,69.3462
7202,5,Jessica Shook,78.0192
20238,11,Madi Rohl,94.3305
5475,2,Susanna Laukkanen,51.1224
14294,16,Sarah Lotif,84.1341
1111,28,Melanie Hewitt,98.3679
10146,24,Emily Davis,87.7021
13664,10,Naïma Ouahib,73.9404
19163,10,Marielle Boué,56.9749
19106,9,Fabiana Dell antonia,80.9347
15468,2,Cody Hohbein,96.9585
7849,18,Marley Orange,90.5925
18231,19,Hanne Marit Bjørnsen,92.6104
21086,2,Brittany Gronau,69.4291
11772,29,Paige Steffen,98.5863
11537,6,Kaitlyn Burrowes,94.4461
17118,8,Leah Yuhas,9.3246
4055,4,Jessica Juarez,44.7668
18104,14,Deborah Campanello,78.6752
17143,6,Megan Norris,97.8492
17434,3,Virginie Taelman,71.3218
19641,10,Lindsey Hoban,89.6423
5258,6,Christa Giordano,98.4275
19608,4,Macy Debord,65.446
14509,11,Hyanca Depieri,9.6276
8868,31,Karissa Rennie,93.0687
19429,6,Jenna Johnston,82.9034
4199,7,Jaileen Lemire,77.479
16572,9,Alina Baunemann,91.1975
2170,1,Elizabeth Reid,59.3527
11667,3,Veronika Voracek,55.1875
9134,6,Amanda Gomez,60.3927
10079,18,Zoe Jones,98.393
1369,20,Kristen Christman,99.3389
11337,10,Brigitte Werleman,9.3048
11566,13,Kama Connolly,9.4576
20547,8,Lily Mcneilage,66.8174
1084,11,Robin Maier,72.6328
5490,32,Kaylee Lovelady,99.3708
3099,12,Antoniya Gospodinova,64.3421
14193,3,Kim Yookyung,92.2185
1272,1,Kacy Richardson,82.3743
12998,1,Hanh Lam,12.8917
5477,44,Chelsea Jung,98.7882
19336,3,Hangqi Jin,4.4992
20551,6,Kia Mealy,72.2375
19226,4,Chloe Houde,87.8117
6145,1,Dana Son,45.8344
20295,1,Sara Ferrer del Castillo,53.8264
13520,1,Deborah Pollard,28.9803
7903,7,Misty Gomez,66.0251
3770,13,Rebecca Akdemir,90.4328
18633,30,Christine Schumann,93.8377
19443,8,Sarah Hardin,35.6225
21134,12,Alyssa Viens,95.3032
16508,2,Kuan-Yi Lee,51.6912
16054,20,Amanda Wojda,94.6446
19364,3,Thayara Guimaraes,56.231
9096,13,Tanya Duncan,91.7939
10220,8,Carolina Gutierrez,98.3239
2411,27,Kathrine Hachenberger,99.6341
9407,9,Annick Missotten,85.0352
7955,1,Kate Shulaw,72.4904
9653,15,Linda Butler,95.6303
32,20,Molly MacGraw,94.7732
755,1,Katlin Krakowiak,11.3917
14684,3,Holly Shankle,82.7403
17765,3,Janaina Bortolozo,82.6919
18519,3,Amanda Conover,96.0575
10277,11,Elizabeth Rivera-Martinez,7.898
11460,13,Vilde Hartviksen,98.3861
3920,17,Beth Kelly,91.5747
14822,11,Hannah Gibson,82.3899
1528,10,Sarah Toomey,85.7619
3502,13,Rosa Barajas,97.5825
6977,55,Peppi Pentikäinen,92.4455
13080,10,Benica de Long,70.0168
17462,5,Ocean Oosthuizen,92.5085
17013,2,Anna Cernaz,94.9631
14713,39,Kristin Prilipp,95.9461
10248,1,Jennifer Fredericksen,3.9831
15743,9,Yvette Schreiber,95.5629
19006,8,Leila Idiart,83.1856
6004,9,Chiara Fugazza,87.2731
230,13,Trainer Tracy,90.8937
7243,1,Anu Peltokangas,97.321
20740,1,Ariana Loureiro,30.4984
2046,9,Lisa Boeser,90.2947
19117,14,Jamesia Decuir,86.8796
1808,5,Laura Roche,61.664
14306,9,Erin Simpson,85.4158
10717,4,Kristen Countryman,57.1976
9352,11,Jessica Kelly,89.1227
4104,5,Tammy Hoefer,90.8083
1856,4,Tayler Russell,95.9902
17335,18,Katherine Dennison,98.5768
18271,19,Esme Richards,94.9389
13574,5,Le Fur Maëlle,98.9436
10681,8,Sj Devereux,81.2169
8020,13,Nicole Friend,84.9912
7076,11,Kalynn Tindall,55.9919
15692,14,Elaine Trinh,94.7275
5891,11,Helena Albanese,9.9486
16679,1,Erin Crabtree,78.6605
4794,5,Natalia Bariani,86.7708
13592,4,Sharon Calvi,96.0471
3019,3,j shahan mcintosh,81.853
14129,19,Natalie Ksyniuk,97.5463
92,18,Brittany McPhail,94.0759
12742,10,Emily Kaffel,94.4315
14090,19,Karen Ros Saemundardottir,98.607
14924,8,Megan Fitch,96.5684
15699,1,Orit Hershko,62.7178
7938,11,Louise Williams,90.602
15347,1,Patricia Augusto Moreno,56.1697
18391,4,Alysa Radla,98.2186
14966,29,CJ Oprea,86.265
8184,7,Samara Abbott,9.7381
17015,1,Janine Hussey,70.7435
18119,6,Rachel Hibbs,94.8595
17637,7,Jessica Hewitt,56.9603
10518,11,Emily Reavill,69.3937
4310,15,Kirsty Helm,79.1844
3682,16,Rocio Delgado,94.3141
12957,13,Magda Cardona,7.1721
17150,3,Sami Sorenson,72.6492
17969,13,Kelley Armstrong,94.8078
18751,9,Madison Kelleck,71.8845
11348,15,Sylvia Akai,79.6625
12985,4,Shawna Sevier,6.1373
952,27,Elizabeth Adams,99.4338
3474,25,Kim Goldner,96.2094
8528,10,Carron Merrick,9.953
4274,11,Michelle Watson,95.2928
10828,7,Amira Stevens,97.1484
16255,1,Yuwei Ji,19.3044
4996,27,Katrina Birch,98.6588
5038,6,Dorsey Buschhorn,90.8531
10806,2,Candice Lewallen,85.4995
17596,4,Ulrike Hacker,84.5501
7250,14,Rachel Cook,90.0341
6222,4,Shelby Hillman,99.0998
8419,13,Kayla Brown,95.487
16626,10,Victoria Woods,82.7126
17429,7,Allison Leyva,8.8715
18542,11,Tara-Lee Howlin,87.3163
5873,7,Tina Erceg,97.7569
11103,28,Lacey Corkum,93.4553
16444,6,Cortney Heath,45.597
17659,5,Kari Mulligan,41.355
19197,12,Christina Lillelund,84.9342
3349,17,Alison Stall,99.4865
7964,11,Jessyca Nadeau,99.6565
815,5,Stacy Wright,95.4464
6457,16,Holly Bowen,9.2478
17062,5,Rochelle Coopman,76.6599
5780,16,Kaylee Wedge,86.7199
18931,6,Ana Flávia,5.8516
1707,6,Nicole Lufkin,82.9258
5218,38,Allyson Swan,97.8734
14247,42,Charlotte Nevland,98.8884
1963,19,Judy Stewart,89.6517
13211,6,Tj Carter,65.5513
4591,14,Darcy Leslie,98.9246
10906,37,Gabriella Ylvasdotter,86.7182
4620,4,Madeline Hooper,43.341
18648,9,Annie Miller,86.2642
4448,12,Mercedes Hall,99.1559
6300,23,Jen Land,93.665
18079,8,Kristy Erdman,92.9375
3404,31,Natalie Turner,93.5684
18664,19,Boyoung Park,91.6057
18174,7,Nina Ringdahl,84.1212
3787,15,Denee Wolf,92.8089
148,18,Stephanie Mendoza,84.6951
2902,25,Nicole Voelzke,95.5785
18869,13,Carly Rivezzo,98.6199
8201,1,Macy Shearman,6.3772
13349,1,Lidia Chagas,28.257
17289,6,Zofia Bochen,8.1327
6719,20,Nicole Corriero,99.6004
14066,2,Eugenia Mosunova,80.6482
14488,17,Amelia Thompson,93.8126
746,39,Deanna Gibaldi,99.578
19621,2,Alysha Monk,92.1409
12489,23,Regina Tanasescu,83.0208
5971,10,Cátia Filipa,95.3342
20910,3,Jen Green,64.4224
14079,4,Jacqueline Ramos,62.6048
17627,9,Yanethsy Caldera,99.2336
18324,1,Josi Mizobata,15.2609
18448,8,Jacqui Lingler,85.7809
19630,4,Emily Henrich,93.0169
15698,5,Nadine Friedeberg,80.1433
5791,3,Stephanie Domchick,90.9653
13865,43,bethany duncan,85.1586
4809,5,Andreanne Denis,84.4103
14046,13,Claudia Folli,79.1542
12059,2,Maria Guadalupe Espeche,80.6818
14135,3,Choi Eungeyong,83.3513
13489,24,Raven Barrett,99.2491
3330,9,Holly Drain,93.3906
15388,3,Lida van Zyl,6.6811
14820,2,Johanna Suttie,41.8867
2909,2,Claire Paris,82.187
3505,14,Olivia Leeper,99.0618
18848,13,Aryn Bartoshyk,95.1875
329,12,Alexandrea Barogianis,94.4444
5383,10,Tiffany Kuryliw,91.9423
8893,17,Stephany Osorto,99.2931
9369,4,Jessica Custodio,31.4538
10784,18,Liz Beyer,97.5342
12549,8,Alicia McLaughlin,83.1908
9616,1,Katerina Kontozani,6.0243
601,8,Tarra Gacke,96.256
18812,17,Logan Poon,91.2588
19783,6,Natalie Mickelson,92.3489
10791,7,Carly Cocola,98.1711
2021,33,Daniella Verhoest,98.9522
13241,25,Jennifer Hughes,98.8469
7362,2,Susanne Vogel,71.7343
10647,1,Philippe Mathilde,79.4597
11882,9,Juanita Obradovic,96.2914
17577,30,Samantha Pereira da Silva,97.668
10289,6,Alva Neldemyr,94.9864
12112,14,Vanessa Gattei,84.0703
14810,19,Helen Schott,96.0281
6189,9,Lora Trout,96.8679
12163,5,Lane Barrows,89.4783
14761,3,Chiara Cuccaro,6.795
18415,8,Katie Campbell,78.2937
9454,4,Riley Acton,84.1497
14697,8,Margaret Pitkin,82.8084
16742,1,Cintiamaica Emiliao,73.035
19552,1,Megan O'Connell,84.3663
11585,4,Lori Heltunen,84.9886
18427,2,Monica Turley,65.7705
1346,11,Sarah Nelson,91.585
6607,3,Bianca Busch,54.7801
10756,14,Erin Boensch,86.5507
20517,3,Eui Jung Ji,80.3323
17526,12,Laura Kuschmierz,90.2982
1477,4,Giorgia Evans,78.1004
18233,3,Elouise Robinson,93.029
6440,11,Samantha Edwards,93.7022
6237,4,Jennifer Schrage,82.7696
1013,1,Sabrina Stone Sender,15.6648
16145,11,Rebecca Wright,98.9505
13197,17,Amy Corica,93.0773
5999,16,Karen Isales,8.4728
20529,11,Lisa Demos,9.5154
3522,25,Renee Belcher,98.0788
4860,57,Rakel Hlynsdóttir,98.733
918,27,Donna Diaz,99.2802
15461,11,Lydia Ray,73.0704
15444,1,Patricia Wright,22.1706
3534,9,Celeste Loyatho,65.2017
18674,7,Karen Bishow,91.8923
10889,6,Lynsey Hathcock,95.027
18222,6,loli sanchez,86.6923
16801,8,Rae Meza,9.4964
432,8,Elizabeth Weir,97.4652
15253,1,Debbie Smuts,39.3268
241,5,Amelia Warden,93.5865
9645,8,Kristin Kellett,87.1592
9229,1,Roberta Messina,59.7342
19104,13,Jhonna Coogler,8.314
11824,5,Tiffany Moore,59.7963
2542,7,Sarah Theberge,83.1269
6825,21,Isabelle Ianni,92.4611
15290,1,Natosha Willhite,86.763
20541,1,Kelli Gilliland,86.6905
6064,13,Chanan Siglock,91.4357
7328,29,Chelsey Sonier,96.7393
1167,6,Cailee Ellsworth,96.8532
14130,22,Tommie Deprima,99.7618
11127,8,Autumn Spence,97.3305
16620,4,Kelsey Contreras,70.9326
18165,7,Dellvenna Hambling,89.795
16475,12,Marta Caetano,94.2718
12517,31,Andia Javidirad,97.7948
16353,8,Lucie Funkova,90.1636
13452,15,Christine Rishaug,92.2677
18423,29,Kirsten Pedri,99.943
15932,5,Jennica Taylor,81.5328
143,26,Lucy Savona,93.3811
17436,20,Amy Cribb,94.9907
1994,1,Sara Mosiman,35.2859
17039,11,Katie Colucci,99.5598
18157,10,Victoria Campos,99.6798
2507,10,Jenna May,86.9098
697,16,Amanda Barnhart,99.9776
13045,9,Chelsea Lesinger,86.8882
18097,1,Camila Conti,48.7507
10571,4,Nina Kremer,86.5783
10071,1,Zarina Kartzev,71.4633
16665,11,Angie Schmidt,93.0212
8163,27,Lynsey Alabab,91.0266
18835,11,Amy Argo,88.7326
18046,1,Izabela Wieczorek,83.2952
4461,8,Latasha Walton,93.6245
14545,6,Jenna Hendrickson,52.644
12143,7,Valeria Estefania Sini,87.053
2648,9,Carley Silvas,95.7908
12994,4,Rowie Meijer,69.4852
13172,9,Brita Fritsch,95.1625
16587,17,Carla Bolduc,95.4438
1663,6,Rhea Watson,69.965
20945,5,Tara Porfido,81.4819
15200,10,Catharina Herrmann,9.612
9814,9,Kara Milinazzo,74.0422
12050,14,Elisabeth Keber,89.0985
2630,10,Maria Pia Zubiate,95.9125
18332,6,Morgan Lundquist,86.1054
6179,4,Erin Barton,72.4093
20327,2,Brena Barbosa,76.8774
15813,3,Liz Lye,23.2046
420,7,Genève Brossard,59.0713
17117,22,Anna Christensen,99.2638
7274,4,Lizzy Sommerlatt,60.189
13746,4,Gabriela Andreea Baetica,79.8982
18274,2,Amanda Arguelles,93.2447
13757,9,Morgan Loftin-Brock,98.6873
12544,2,Deiya Srinivasan,20.2796
16785,16,Crystal Martin,96.6918
19145,24,Renee MacLennan,92.0563
17327,10,Laura may Fielding,97.1708
18690,2,Diana Catherine Alvarez Zapata,78.4698
18798,14,Marie-Anne Roy-Perron,91.8258
7752,4,Tia Baxter,49.7458
5398,6,Beth Wilson,98.0296
19788,7,Isabel Salah,4.1031
776,4,Erin McDowell,78.1133
13199,10,Goyet Axelle,93.7263
20707,16,Tania Van den Heever,9.5948
2812,10,Bianca Rodriguez,78.2428
20449,4,Brooke Idrogo,67.5553
21252,3,Rebecca Liggett,32.5931
1842,4,Priscila Caceres,98.4672
19880,2,Elodie Couve,30.9584
17253,7,Katie Barrow,97.0198
3022,14,Tara Watkins,96.0937
11898,5,Casey Rhodes,80.2442
8130,3,Moran Shasha,84.8108
19589,15,Abra Thompson,98.4387
14927,1,Katja Brusila,81.4292
11150,9,Tracy Suber,64.9834
20135,13,Alana Symonds,90.6754
15362,1,Vivian Duijndam,67.1747
13016,4,Federica Albertini,54.283
17124,7,Sandrine Venancio Amaro,87.9325
11793,17,Louise Payne,97.9174
4793,22,Bonnie Blaq,96.5581
18102,7,Lisa-Marie Schroeder,76.8342
14958,2,Nicole Iamarone,29.0416
10217,4,Melissa Messett,9.2789
1357,1,Denise Hopkins,81.557
18896,10,Charyl Redding,80.8683
11289,1,Amanda Northern,31.2294
18307,22,Maria Trethaway,93.9386
2128,11,Pam Borg,91.9656
11603,31,Courtney Wood,99.502
9733,5,Lena Jelinek,72.9392
3255,24,Jenny Källberg,94.226
5024,16,Kirsten Lambertson,92.8408
4567,7,Tilly Farr,85.1215
1803,24,Carley Evenson,96.4027
21051,2,Raissa Milhorato,68.3813
10844,14,Alyssa MacLeod,83.7734
12387,14,Yasmin McCalla,93.2257
3510,1,Tonya Wilson,39.54
4962,27,Elin Rova,99.6444
13436,9,Celina Dieckman,94.7163
8912,23,Celia Gold,99.3976
2256,6,Angela Kenny,79.1827
2898,4,Amanda Fischer,96.4312
14930,6,Maeva Todeschini,86.8407
10130,7,Sabrina Butler,85.1612
1438,38,Judith Melcher,96.0057
14151,8,Alexis Mitchell,9.6509
5188,14,Tori Bock,8.3416
16228,4,Kristine Laing,86.3315
9468,8,Mirtha Deras,76.7635
9211,8,Julie Hault,83.9581
8029,46,Mykala Butts-Hord,92.4093
482,5,Meghan Henze,98.2566
1848,1,Marianne Carmona,67.1877
14607,18,Leone van Vuren,90.6331
19974,7,Heather Montgomery,86.5758
8065,6,Leslie Esquivel,83.7958
5590,23,Brianna Moreno,90.3448
8889,9,Amanda Long,96.4096
9889,14,Michelle Weir,97.7862
1110,3,Erin Becker,72.9409
20922,7,Teagan Walker,81.6951
18800,5,Kaelyn Weaver,95.3023
11661,8,Janell Farough,9.82
3283,11,Lorraine Hughes,9.1261
9967,1,Nadine Herweg,32.6604
4319,22,Meghan Merlino,95.4542
11347,16,Tatiana Marlière,82.4615
15488,3,Courtney Weber,72.1642
14768,11,Andreia Naves,94.8103
15931,6,Casey Anderson,94.8863
2786,3,Allison Hines,85.2647
16425,8,Jordyn Burnidge,98.115
16939,10,Jade Spaven,78.8167
18215,4,Camilla Fernandes,73.7591
7688,15,Julie Clémençot,81.034
2060,35,Patricia Malagrino,91.3002
4000,4,Maritta Becker,81.368
13910,21,Joey Kimdon,99.9206
884,5,Katie Durkin,95.1521
3721,6,Laynee Pennington,95.254
19781,19,Crystal Maher,95.1072
4117,2,ASHLEY MADDUX,92.8641
5019,9,Rachel Black,9.4584
8421,11,Chelsea MacKinnon,96.8481
3801,24,Kristin Seckar,99.4002
2639,8,Lydia Wang,94.3184
12653,7,Gyda Arnorsdottir,92.2591
17584,1,Mariana Medeiros Cardenas,47.9886
16987,14,Rachel Salmon,88.9311
3953,7,Nicole White,67.7927
16128,14,Bailey Garrett,99.811
17393,16,Johanna Formont,96.1179
3029,9,MIchelle Palmer,98.6398
2292,19,Kelsey Casey,91.3572
2674,15,EVELYN BRUCE,97.7526
7806,3,Frederikke Frandsen,99.8058
10761,3,Dawn Rogers,77.989
13108,5,Denyse Bergie,80.3513
11909,1,Tracy Schmidt,77.498
6576,13,Lucy Hosie,94.8121
19700,21,Alicia Letson,93.7419
2127,4,tomeka Williams,84.8815
16052,14,Holland Belline,93.1256
5954,18,Jayne Eadie,99.8576
11484,12,Sarah Draheim,64.885
5526,23,Cassie Rubley,99.2362
11244,10,Elizabeth Young,55.9634
16011,27,Sarah Felhaber,99.3078
5968,3,Mel Burns,62.2673
4828,30,Maryam Marashi,98.7641
11527,4,Jucele Lucas,97.1078
6045,1,Natalie Feingold,85.3605
12242,11,Melissa Bankston,62.8896
18162,15,Sophia Negre,91.4866
6762,14,Mie Maxwell-Smith,95.1823
17947,18,Samantha Charlebois,98.3205
5488,9,Caitlin McNamara,95.1141
20515,1,Jacqui Koletti,71.8759
348,6,Stephanie Wolter,89.4386
11254,17,Caroline Kerridge,93.1912
7422,11,Heather Kay,91.1086
5006,7,Amanda Lopez,89.2211
328,8,Amber Fondon,89.3082
13800,6,Erica Foote,62.5806
8976,11,Eve Flack,87.6805
15245,4,Sonja Christiani,53.2559
4118,1,Monique Attard,84.7512
20319,12,Katie OBrien,82.3536
16098,10,Margaret Junker,94.5229
4262,8,Sabina Hjelmberg,96.7186
1232,40,Katie Mueller,99.0282
1954,35,Charlotte Weatherall-Smith,98.7598
9476,9,Cara Brett,74.8889
19464,6,Carolyn Schneller,80.649
17883,5,Lindsay Blachon,9.8813
17019,12,Kylie Croft,79.3061
1307,2,Tiffany Garcia,85.0473
2055,24,Shannon McGuire,97.466
12003,4,Camille Aspe,95.2747
8208,1,Ketaki Khare,23.6258
20278,1,Maria Victoria Patiño,70.7832
5573,15,Rebecca Hape,96.2137
14117,14,Rebecca Brown,87.7366
5229,10,Coco Boothby,95.0598
15133,2,Karina Suzuki,44.4198
10676,4,Annaliese Blecha,78.8797
7333,14,Cody Anderson,9.2383
17602,10,Andrea Rodriguez,99.7877
1678,5,Kelli Wood,78.5397
10156,8,Rosie Simmons,7.4794
3943,13,Ide Healy,95.5811
11206,10,Alex Smith,91.1639
11943,19,Madison Earl,82.3907
14506,4,Mandy Weaver,94.0482
18375,9,Constance Myrick,98.8072
