,Name,Division,OverallScore,Rank,Wk1_Score,Wk1_Rank,Wk2_Score,Wk2_Rank,Wk3_Score,Wk3_Rank,Wk4_Score,Wk4_Rank,Wk5_Score,Wk5_Rank
27486,Ross Paolino,I-Men,60912,10496,117,2849,47,19285,234,15432,240,9487,75,13859
62950,Clay Dillard,I-Men,60921,10497,114,3989,57,14755,254,11752,182,17461,78,12964
41660,Cédric Giller,I-Men,60926,10498,103,10636,60,8355,248,12721,179,17798,82,11416
20338,Steven Kastoun,I-Men,60928,10499,86,24116,70,2553,240,13968,243,6980,77,13311
49462,Dan Basso,I-Men,60932,10500,95,17102,60,8355,271,9275,174,18279,91,7921
42672,Kevin Wright,I-Men,60933,10501,92,19485,85,184,15,27986,246,5029,90,8249
57907,Vince Chen,I-Men,60935,10502,102,11497,52,17049,236,14981,240,9487,91,7921
4285,Michael Bunner,I-Men,60940,10503,81,27573,61,7203,260,10932,240,9487,98,5745
71408,Hubie Bartlett,I-Men,60951,10504,91,20344,68,3235,235,15209,222,13914,90,8249
58896,Mike Esposito,I-Men,60952,10505,107,7645,57,14755,247,12885,190,16683,89,8984
9521,Håvard Dahle,I-Men,60952,10505,102,11497,60,8355,250,12454,240,9487,56,19159
33153,Travis Wester,I-Men,60955,10507,103,10636,46,19713,227,16743,245,5614,90,8249
69464,Brian Fessenden,I-Men,60958,10508,115,3545,51,17530,259,11068,152,20894,91,7921
5484,David Cejka,I-Men,60968,10509,79,28997,63,5697,250,12454,248,3936,86,9884
57064,Nick Robison,I-Men,60982,10510,87,23388,60,8355,241,13785,247,4447,83,11007
11768,Jeremy Loo,I-Men,60986,10511,91,20344,40,22166,326,3247,243,6980,90,8249
40878,Justin Green,I-Men,60996,10512,104,9828,60,8355,217,17998,237,13020,81,11795
59914,Guylish Bommelyn,I-Men,60998,10513,106,8256,60,8355,260,10932,134,22798,84,10657
12589,Sean McDougle,I-Men,61001,10514,105,8971,60,8355,244,13268,171,18612,81,11795
8115,Tyler Medearis,I-Men,61011,10515,92,19485,49,18518,262,10640,247,4447,91,7921
5559,Jacky Kan,I-Men,61015,10516,104,9828,44,20544,237,14679,243,6980,89,8984
4768,Aaron Kennedy,I-Men,61033,10517,95,17102,60,8355,267,9874,236,13080,79,12622
35147,Mike Beggs,I-Men,61035,10518,90,21273,60,8355,232,15811,241,8479,94,7117
11655,Andrew Sneed,I-Men,61038,10519,86,24116,61,7203,269,9575,240,9487,84,10657
62288,michael palmer,I-Men,61039,10520,105,8971,51,17530,267,9874,216,14414,85,10250
11182,Joel Krigström,I-Men,61040,10521,108,7025,41,21748,231,16014,240,9487,95,6766
9307,Michael Luby,I-Men,61042,10522,97,15652,63,5697,223,17242,240,9487,78,12964
2112,claudio fischetti,I-Men,61048,10523,107,7645,52,17049,261,10798,178,17886,92,7670
69374,GUILHERME GUARANI,I-Men,61060,10524,91,20344,62,6415,240,13968,242,7711,79,12622
35534,Kody Smith,I-Men,61068,10525,102,11497,60,8355,227,16743,195,16224,90,8249
39241,Kane Ten Pas,I-Men,61070,10526,96,16352,60,8355,226,16857,242,7711,81,11795
2688,Garrett Dean,I-Men,61075,10527,111,5359,46,19713,252,12021,240,9487,73,14495
43476,Kevin O'Keefe,I-Men,61077,10528,106,8256,60,8355,252,12021,151,21029,82,11416
42983,AJ Perisho,I-Men,61088,10529,97,15652,63,5697,227,16743,229,13484,87,9512
28506,CHARLES FISHER,I-Men,61103,10530,116,3166,30,26303,218,17888,243,6980,95,6766
41870,Kenneth Guyton,I-Men,61104,10531,102,11497,56,15225,233,15663,240,9487,88,9232
22339,Sean Bagshaw,I-Men,61114,10532,90,21273,60,8355,246,13015,240,9487,89,8984
60284,Larry Thomas,I-Men,61114,10532,102,11497,60,8355,234,15432,216,14414,82,11416
18485,Bryan Bodden,I-Men,61126,10534,91,20344,60,8355,226,16857,240,9487,97,6083
27402,Travis Matlock,I-Men,61126,10534,83,26273,60,8355,252,12021,242,7711,95,6766
21338,Jong Kim,I-Men,61131,10536,112,4864,36,23646,271,9275,240,9487,75,13859
60614,Chris Netley,I-Men,61147,10537,102,11497,61,7203,15,27986,240,9487,100,4974
68399,kurt sarkela,I-Men,61153,10538,103,10636,30,26303,235,15209,249,3512,99,5493
50294,jeremy dashnier,I-Men,61156,10539,99,14473,44,20544,271,9275,243,6980,86,9884
52035,Jared Gibbons,I-Men,61157,10540,91,20344,63,5697,252,12021,233,13211,86,9884
32321,ryan cocolin,I-Men,61163,10541,84,25641,60,8355,272,9074,244,6298,81,11795
76577,Ryan tuttle,I-Men,61165,10542,102,11497,58,14372,263,10550,231,13330,82,11416
10213,Ben chianchiano,I-Men,61168,10543,97,15652,39,22557,252,12021,250,3017,91,7921
4797,gareth sheehan,I-Men,61173,10544,102,11497,42,21300,262,10640,240,9487,90,8249
32769,Talbot Walton,I-Men,61174,10545,91,20344,60,8355,244,13268,245,5614,76,13593
2285,Dan Mezzina,I-Men,61189,10546,86,24116,60,8355,265,10355,241,8479,86,9884
22665,Donald Hawkins,I-Men,61202,10547,90,21273,60,8355,265,10355,228,13549,92,7670
30458,Ryan Kabahit,I-Men,61205,10548,113,4399,53,16605,237,14679,184,17273,90,8249
26386,Brandon Moore,I-Men,61205,10548,108,7025,46,19713,239,14193,241,8479,81,11795
54144,Jon Forssman,I-Men,61209,10550,114,3989,43,20915,232,15811,240,9487,83,11007
58211,Michael Miller,I-Men,61218,10551,99,14473,51,17530,268,9709,242,7711,81,11795
3259,Eric Fasciani,I-Men,61222,10552,104,9828,45,20147,267,9874,235,13124,90,8249
21139,Michael Albert,I-Men,61239,10553,91,20344,60,8355,256,11471,244,6298,72,14771
23789,Richard Heycock,I-Men,61247,10554,92,19485,61,7203,234,15432,242,7711,82,11416
22820,Robert Nastasia,I-Men,61248,10555,90,21273,67,3653,267,9874,229,13484,78,12964
22654,scott johnson,I-Men,61251,10556,71,32201,76,1056,271,9275,240,9487,88,9232
71637,Tony Finnigan,I-Men,61255,10557,89,22183,64,5084,269,9575,210,14901,87,9512
24138,Jordan Dunn,I-Men,61261,10558,91,20344,62,6415,274,8672,216,14414,82,11416
46002,Jay Forrester,I-Men,61263,10559,86,24116,71,2243,262,10640,227,13607,84,10657
37854,Adrien BOTTARI,I-Men,61263,10559,98,15023,53,16605,316,3935,174,18279,93,7421
8689,Rob Kerns,I-Men,61263,10559,87,23388,60,8355,253,11883,243,6980,84,10657
74922,Matthew Robinson,I-Men,61264,10562,95,17102,60,8355,233,15663,240,9487,84,10657
2379,Gary Philen,I-Men,61265,10563,122,1496,50,18026,108,27046,247,4447,85,10250
51316,Peter Sunden,I-Men,61271,10564,103,10636,54,16167,242,13671,205,15304,99,5493
51889,Federico Giorgi,I-Men,61295,10565,101,12397,60,8355,244,13268,203,15480,81,11795
17969,Dave Fintelman,I-Men,61299,10566,102,11497,53,16605,250,12454,209,14998,98,5745
27792,Stephen Newberry II,I-Men,61316,10567,94,17917,64,5084,228,16644,240,9487,80,12184
2913,VICTOR CRUZ,I-Men,61321,10568,99,14473,72,1928,259,11068,138,22436,82,11416
36648,Jordy Garrido,I-Men,61324,10569,106,8256,59,14098,237,14679,243,6980,65,17311
14146,Elliot Dudley,I-Men,61333,10570,127,677,38,22876,213,18653,242,7711,82,11416
18280,Jarret Streiner,I-Men,61334,10571,92,19485,64,5084,279,7817,167,19064,86,9884
67307,Cole Souto,I-Men,61345,10572,115,3545,30,26303,240,13968,248,3936,76,13593
32430,Anthony Parsio,I-Men,61347,10573,95,17102,60,8355,275,8493,148,21652,98,5745
26034,Scott Haluptzok,I-Men,61348,10574,90,21273,60,8355,248,12721,240,9487,87,9512
11741,Justin Enders,I-Men,61351,10575,96,16352,60,8355,239,14193,240,9487,78,12964
10338,Shane McCracken,I-Men,61362,10576,114,3989,34,24433,267,9874,207,15145,91,7921
61617,Shawn Delosreyes,I-Men,61363,10577,98,15023,50,18026,283,7411,240,9487,82,11416
62856,evan liberty,I-Men,61370,10578,83,26273,68,3235,262,10640,238,12973,90,8249
13303,Joe Valenzuela,I-Men,61371,10579,109,6535,52,17049,220,17643,240,9487,84,10657
7373,Simon Pedersen,I-Men,61375,10580,103,10636,37,23210,257,11317,243,6980,88,9232
16057,ryan hunt,I-Men,61377,10581,93,18645,60,8355,231,16014,241,8479,86,9884
47258,Michael Simpson,I-Men,61382,10582,87,23388,60,8355,262,10640,240,9487,87,9512
67370,Eric Alexander,I-Men,61400,10583,90,21273,61,7203,252,12021,240,9487,82,11416
29585,Daniel Bieze,I-Men,61405,10584,104,9828,48,18838,259,11068,240,9487,80,12184
25365,Rene Sandstad,I-Men,61406,10585,113,4399,34,24433,273,8857,191,16600,94,7117
18528,Steve Thorvilson,I-Men,61409,10586,92,19485,60,8355,232,15811,247,4447,77,13311
18114,Devin Szpindor,I-Men,61412,10587,105,8971,40,22166,242,13671,240,9487,94,7117
5812,Ryan Slone,I-Men,61415,10588,96,16352,60,8355,260,10932,221,13981,81,11795
69690,Luke Shepard,I-Men,61421,10589,105,8971,47,19285,253,11883,240,9487,81,11795
16232,Dale Smyth,I-Men,61423,10590,86,24116,63,5697,231,16014,241,8479,94,7117
7665,Stephane Richard,I-Men,61424,10591,118,2545,60,8355,231,16014,124,23503,83,11007
78334,Richie Gordon,I-Men,61429,10592,100,13376,55,15680,269,9575,240,9487,77,13311
9310,Sean McBee,I-Men,61433,10593,103,10636,47,19285,231,16014,245,5614,86,9884
18190,Justin Henderson,I-Men,61434,10594,108,7025,47,19285,246,13015,240,9487,79,12622
40540,Nick Ballard,I-Men,61439,10595,90,21273,60,8355,257,11317,240,9487,83,11007
51713,Scott Crawford,I-Men,61443,10596,91,20344,62,6415,252,12021,216,14414,90,8249
33028,Jason Seavey,I-Men,61449,10597,94,17917,62,6415,267,9874,208,15059,80,12184
16381,Roger Lobo,I-Men,61449,10597,89,22183,60,8355,231,16014,241,8479,96,6418
68021,Benjamin Dougherty,I-Men,61452,10599,94,17917,60,8355,255,11602,239,12921,84,10657
26973,Shannon Mahoney,I-Men,61453,10600,87,23388,52,17049,231,16014,254,1634,105,3368
48809,Kevin Swain,I-Men,61464,10601,107,7645,56,15225,238,14430,222,13914,85,10250
51595,James Caruso,I-Men,61467,10602,120,1995,34,24433,252,12021,191,16600,96,6418
18646,Daniel Park,I-Men,61470,10603,100,13376,53,16605,254,11752,240,9487,85,10250
13334,Jeremy Hale,I-Men,61474,10604,86,24116,67,3653,240,13968,240,9487,85,10250
4289,Lukas Veldman,I-Men,61475,10605,92,19485,55,15680,249,12591,244,6298,93,7421
25593,brandon young,I-Men,61475,10605,86,24116,60,8355,278,8101,240,9487,82,11416
76627,Andrew Goduco,I-Men,61480,10607,125,936,38,22876,248,12721,198,15963,89,8984
37201,zak marsden,I-Men,61493,10608,118,2545,30,26303,231,16014,247,4447,80,12184
29600,Ilya Sender,I-Men,61494,10609,83,26273,60,8355,268,9709,240,9487,92,7670
23457,Rogelio Vigil,I-Men,61500,10610,94,17917,60,8355,241,13785,241,8479,78,12964
28479,Nick Armano,I-Men,61502,10611,101,12397,61,7203,230,16480,240,9487,69,15935
24143,Alex Flischel,I-Men,61508,10612,111,5359,52,17049,203,20101,240,9487,87,9512
73124,Joseph Hoang,I-Men,61509,10613,122,1496,54,16167,263,10550,125,23412,86,9884
37249,Steve Rhee,I-Men,61532,10614,82,26903,60,8355,267,9874,241,8479,91,7921
78295,Doug Meacham,I-Men,61536,10615,102,11497,49,18518,241,13785,240,9487,90,8249
40352,Harley Smith,I-Men,61537,10616,100,13376,43,20915,240,13968,246,5029,90,8249
82325,Amir Fouladgar,I-Men,61541,10617,97,15652,51,17530,250,12454,240,9487,96,6418
31145,Lee Cooper,I-Men,61541,10617,102,11497,60,8355,241,13785,180,17654,85,10250
40828,Phil Simpson,I-Men,61551,10619,103,10636,58,14372,238,14430,223,13864,90,8249
24761,Tom Hartwig,I-Men,61551,10619,102,11497,52,17049,244,13268,240,9487,85,10250
15880,Austin Pollet,I-Men,61558,10621,100,13376,60,8355,221,17492,216,14414,91,7921
1639,Joe Shininger,I-Men,61560,10622,91,20344,67,3653,252,12021,201,15658,86,9884
37722,Fred Schmick,I-Men,61567,10623,103,10636,45,20147,262,10640,240,9487,84,10657
16901,Jameson Lemieux,I-Men,61577,10624,88,22768,61,7203,281,7624,240,9487,73,14495
65495,Brent Bird,I-Men,61579,10625,93,18645,52,17049,265,10355,244,6298,88,9232
30591,Brandon Pambianco,I-Men,61582,10626,96,16352,60,8355,234,15432,241,8479,78,12964
15800,David Clarke,I-Men,61585,10627,100,13376,46,19713,249,12591,240,9487,96,6418
63309,Michael Kearns,I-Men,61590,10628,98,15023,59,14098,261,10798,240,9487,80,12184
72106,Damon Yuzon,I-Men,61593,10629,97,15652,37,23210,271,9275,242,7711,98,5745
41864,Keith Leong,I-Men,61614,10630,106,8256,53,16605,250,12454,197,16050,90,8249
69409,Jason Medley,I-Men,61615,10631,86,24116,50,18026,279,7817,242,7711,103,3945
19460,David Chavez,I-Men,61618,10632,99,14473,36,23646,271,9275,241,8479,98,5745
5906,Paul Boyles,I-Men,61625,10633,97,15652,45,20147,255,11602,241,8479,98,5745
61633,Mark Cassells,I-Men,61626,10634,91,20344,64,5084,375,975,191,16600,59,18623
18101,Will Peddie,I-Men,61629,10635,93,18645,69,2910,206,19580,240,9487,83,11007
13232,James Heintz,I-Men,61630,10636,104,9828,49,18518,225,17013,245,5614,84,10657
23028,James Nunn,I-Men,61631,10637,91,20344,62,6415,236,14981,244,6298,76,13593
49860,David Lenel,I-Men,61635,10638,82,26903,68,3235,255,11602,241,8479,82,11416
21434,Elliot Swan,I-Men,61638,10639,99,14473,51,17530,251,12330,244,6298,83,11007
25347,Henrik Kalberg,I-Men,61641,10640,91,20344,60,8355,236,14981,242,7711,85,10250
43241,Mark Phillips,I-Men,61645,10641,99,14473,60,8355,246,13015,207,15145,84,10657
17967,Morgan Moranda,I-Men,61646,10642,98,15023,60,8355,222,17365,240,9487,82,11416
10148,Steven McKenzie,I-Men,61657,10643,105,8971,36,23646,253,11883,240,9487,92,7670
21754,Adrian Sarabia,I-Men,61659,10644,97,15652,60,8355,213,18653,240,9487,87,9512
10930,Peter Davis,I-Men,61666,10645,94,17917,42,21300,297,5901,244,6298,85,10250
42724,Frank Brooks,I-Men,61667,10646,87,23388,60,8355,242,13671,240,9487,95,6766
40568,Tarrant Anderson,I-Men,61675,10647,85,24872,65,4529,291,6450,202,15574,85,10250
24300,Sean Blinch,I-Men,61675,10647,88,22768,61,7203,240,13968,240,9487,90,8249
24160,David Holguin,I-Men,61678,10649,115,3545,33,24791,228,16644,253,1927,72,14771
31047,Guillaume Blais,I-Men,61678,10649,110,5888,39,22557,251,12330,240,9487,82,11416
71316,Louie Moreno,I-Men,61680,10651,112,4864,57,14755,283,7411,128,23234,82,11416
25608,Jason Good,I-Men,61685,10652,86,24116,68,3235,249,12591,179,17798,103,3945
47601,T.J Istvan,I-Men,61690,10653,83,26273,60,8355,264,10458,240,9487,94,7117
31596,samuel mearridy,I-Men,61690,10653,105,8971,60,8355,226,16857,222,13914,76,13593
80873,Jonathan Howard,I-Men,61692,10655,82,26903,84,239,254,11752,240,9487,77,13311
39705,Bryant Rolfe,I-Men,61694,10656,107,7645,46,19713,235,15209,242,7711,82,11416
41084,Paul Piccioli,I-Men,61695,10657,114,3989,37,23210,231,16014,244,6298,80,12184
46464,Nate Strausberger,I-Men,61696,10658,92,19485,60,8355,267,9874,240,9487,73,14495
28689,Bill Gates,I-Men,61698,10659,96,16352,60,8355,239,14193,240,9487,77,13311
31139,Jonathan Walker,I-Men,61700,10660,120,1995,60,8355,203,20101,200,15747,70,15502
13863,Todd Wallentine,I-Men,61702,10661,100,13376,60,8355,272,9074,170,18713,80,12184
1858,Nick Trombley,I-Men,61717,10662,96,16352,51,17530,267,9874,242,7711,85,10250
42458,Dennis Kaps,I-Men,61718,10663,78,29368,64,5084,271,9275,241,8479,87,9512
11690,Terry Bachmann,I-Men,61728,10664,91,20344,60,8355,247,12885,240,9487,84,10657
42464,Kevin Shanahan,I-Men,61733,10665,102,11497,47,19285,218,17888,243,6980,97,6083
72175,Elijah Ring,I-Men,61734,10666,103,10636,56,15225,322,3569,155,20509,81,11795
23068,Kyle Eriks,I-Men,61750,10667,97,15652,54,16167,260,10932,240,9487,87,9512
1907,Jacob Schmitt,I-Men,61753,10668,95,17102,60,8355,224,17132,243,6980,80,12184
2437,Kyle J Smith,I-Men,61755,10669,92,19485,64,5084,304,5134,154,20636,82,11416
53252,Howard Wilcox,I-Men,61755,10669,101,12397,58,14372,258,11190,240,9487,74,14309
7643,Jason Lyons,I-Men,61765,10671,94,17917,60,8355,243,13384,240,9487,79,12622
16531,Jonathan Kilpatrick,I-Men,61769,10672,83,26273,62,6415,269,9575,242,7711,81,11795
12106,Robert Norbryhn,I-Men,61770,10673,90,21273,60,8355,254,11752,232,13273,94,7117
10807,Patrick Olah,I-Men,61779,10674,94,17917,41,21748,293,6251,247,4447,82,11416
44740,Dustin Joseph,I-Men,61793,10675,90,21273,60,8355,252,12021,240,9487,84,10657
22786,Justin Lew,I-Men,61810,10676,110,5888,40,22166,236,14981,243,6980,81,11795
21586,Bart Miceli,I-Men,61814,10677,94,17917,60,8355,255,11602,192,16519,93,7421
65241,BRIAN MCCLURE,I-Men,61817,10678,94,17917,54,16167,250,12454,246,5029,85,10250
11223,Steven Swistak,I-Men,61820,10679,98,15023,62,6415,238,14430,231,13330,79,12622
13905,Thomas Trippany,I-Men,61820,10679,98,15023,55,15680,248,12721,243,6980,82,11416
33911,Chris Wisdom,I-Men,61822,10681,100,13376,47,19285,254,11752,245,5614,81,11795
42684,Ken Duhamel,I-Men,61827,10682,100,13376,60,8355,213,18653,241,8479,78,12964
52279,Vincent Som,I-Men,61839,10683,97,15652,60,8355,239,14193,241,8479,71,15160
69485,Kane Morgan,I-Men,61839,10683,101,12397,57,14755,239,14193,240,9487,83,11007
65594,Scott Smith,I-Men,61845,10685,96,16352,60,8355,228,16644,240,9487,83,11007
36296,George Ruch,I-Men,61846,10686,96,16352,52,17049,272,9074,240,9487,86,9884
57733,Luke McCartney,I-Men,61847,10687,84,25641,60,8355,192,22256,248,3936,116,1659
37901,Masaharu Yamazaki,I-Men,61850,10688,122,1496,53,16605,248,12721,116,23911,94,7117
19769,Charles Gaudet,I-Men,61850,10688,96,16352,60,8355,247,12885,240,9487,72,14771
10551,Paul Zamudio,I-Men,61853,10690,103,10636,44,20544,262,10640,208,15059,100,4974
6414,Pon Somnhot,I-Men,61861,10691,103,10636,60,8355,207,19317,205,15304,90,8249
13971,Andy Parker,I-Men,61863,10692,105,8971,30,26303,216,18103,249,3512,100,4974
55741,Zac Hampton,I-Men,61865,10693,113,4399,60,8355,198,21254,177,17973,86,9884
4816,Rick Mitchell,I-Men,61869,10694,94,17917,48,18838,231,16014,250,3017,97,6083
22592,Seth Malley,I-Men,61880,10695,96,16352,69,2910,254,11752,184,17273,76,13593
55004,Jeff Prince,I-Men,61880,10695,96,16352,55,15680,277,8177,240,9487,80,12184
45658,Kelly Toler,I-Men,61882,10697,103,10636,50,18026,267,9874,240,9487,75,13859
63435,Joe Pettet,I-Men,61888,10698,103,10636,38,22876,262,10640,240,9487,90,8249
78633,Brandon Wilmot,I-Men,61892,10699,102,11497,60,8355,259,11068,166,19177,81,11795
23207,Ryan McClintock,I-Men,61897,10700,97,15652,56,15225,252,12021,240,9487,87,9512
71075,Nathan McCartney,I-Men,61897,10700,97,15652,56,15225,252,12021,240,9487,87,9512
77099,Juan Cruz,I-Men,61898,10702,85,24872,60,8355,277,8177,240,9487,83,11007
67659,Thomas Shifflet,I-Men,61899,10703,109,6535,60,8355,231,16014,195,16224,72,14771
54408,Tim Bond,I-Men,61900,10704,88,22768,64,5084,245,13145,240,9487,82,11416
35572,Adam Fett,I-Men,61900,10704,80,28235,62,6415,254,11752,245,5614,86,9884
35935,Jeff Davie,I-Men,61911,10706,98,15023,60,8355,227,16743,241,8479,77,13311
56552,Justin Lanham,I-Men,61912,10707,91,20344,63,5697,267,9874,200,15747,85,10250
64463,Hrannar Jonasson,I-Men,61913,10708,98,15023,60,8355,267,9874,180,17654,83,11007
33147,Mike Longlois,I-Men,61920,10709,93,18645,62,6415,276,8322,202,15574,78,12964
9901,David Bohm,I-Men,61921,10710,93,18645,51,17530,253,11883,245,5614,90,8249
63406,Philip Maziarz,I-Men,61922,10711,110,5888,31,25640,238,14430,243,6980,89,8984
19528,Edwin Betar,I-Men,61923,10712,99,14473,54,16167,237,14679,240,9487,94,7117
24280,Christian Stebler,I-Men,61928,10713,95,17102,37,23210,287,6966,243,6980,92,7670
51383,Luis Rodriguez,I-Men,61929,10714,98,15023,60,8355,253,11883,215,14484,80,12184
26310,Carlos Lopez,I-Men,61931,10715,107,7645,50,18026,282,7530,176,18073,84,10657
2198,John Durrett,I-Men,61933,10716,102,11497,60,8355,272,9074,143,22000,83,11007
52446,Justin Kirk,I-Men,61938,10717,94,17917,64,5084,237,14679,240,9487,72,14771
24331,Craig Dunn,I-Men,61939,10718,106,8256,49,18518,258,11190,243,6980,66,16995
22760,Stephen Mangino,I-Men,61951,10719,93,18645,65,4529,236,14981,240,9487,74,14309
21554,mateo valero heras,I-Men,61954,10720,87,23388,60,8355,257,11317,230,13401,99,5493
81211,Eric Szabo,I-Men,61961,10721,100,13376,41,21748,243,13384,241,8479,100,4974
35150,Oscar Herrera,I-Men,61965,10722,82,26903,61,7203,280,7715,240,9487,84,10657
16409,mike Hatch,I-Men,61970,10723,90,21273,70,2553,264,10458,161,19765,91,7921
17909,FRANK O'BRIEN,I-Men,61971,10724,112,4864,32,25191,233,15663,240,9487,95,6766
43125,Ryan Bucher,I-Men,61971,10724,103,10636,60,8355,257,11317,185,17168,73,14495
78198,Joe Razore,I-Men,61978,10726,103,10636,31,25640,274,8672,245,5614,82,11416
25653,Tim Jenney,I-Men,61981,10727,92,19485,62,6415,246,13015,211,14817,90,8249
50724,Andy West,I-Men,61991,10728,81,27573,71,2243,245,13145,220,14056,100,4974
4875,Dan Arvidson,I-Men,61991,10728,81,27573,68,3235,267,9874,246,5029,68,16280
5534,Lee Dennique,I-Men,62002,10730,88,22768,60,8355,254,11752,242,7711,82,11416
6520,Brody Mayse,I-Men,62002,10730,98,15023,60,8355,261,10798,240,9487,60,18339
33009,Dan Plumb,I-Men,62006,10732,102,11497,40,22166,273,8857,241,8479,83,11007
14960,Travis Williams,I-Men,62007,10733,84,25641,63,5697,260,10932,240,9487,85,10250
4410,Kelsey Orth,I-Men,62009,10734,101,12397,60,8355,243,13384,243,6980,39,20893
26892,Kevin Montford,I-Men,62014,10735,124,1115,60,8355,301,5590,1,24896,1,22058
18991,Mike Johnson,I-Men,62015,10736,102,11497,60,8355,242,13671,157,20243,90,8249
42645,Shannon Lewis,I-Men,62016,10737,100,13376,60,8355,279,7817,177,17973,73,14495
14264,Forrest Vickery,I-Men,62018,10738,104,9828,58,14372,268,9709,207,15145,78,12964
35822,James Corsini,I-Men,62023,10739,113,4399,45,20147,268,9709,232,13273,73,14495
56075,Michael Pfeiffer,I-Men,62039,10740,72,31846,75,1247,250,12454,243,6980,87,9512
20955,Jason Helfrich,I-Men,62046,10741,109,6535,45,20147,243,13384,225,13731,90,8249
36452,Brian Gillin,I-Men,62047,10742,114,3989,55,15680,206,19580,240,9487,77,13311
51800,Jaime Contreras,I-Men,62056,10743,100,13376,60,8355,238,14430,232,13273,79,12622
36586,Travis Mercure,I-Men,62059,10744,89,22183,60,8355,241,13785,240,9487,90,8249
71477,Allen Fountain,I-Men,62064,10745,97,15652,40,22166,246,13015,243,6980,102,4251
27573,Allen Lee,I-Men,62068,10746,112,4864,41,21748,241,13785,240,9487,80,12184
39443,Gregory Agnes,I-Men,62068,10746,85,24872,60,8355,288,6732,240,9487,79,12622
36911,Michael Goerne,I-Men,62068,10746,97,15652,60,8355,236,14981,240,9487,76,13593
44007,Cedrik Leblanc,I-Men,62078,10749,90,21273,48,18838,273,8857,241,8479,101,4631
74111,marcus ferguson,I-Men,62078,10749,93,18645,60,8355,282,7530,196,16132,82,11416
50510,Mike Mowery,I-Men,62078,10749,100,13376,49,18518,248,12721,241,8479,89,8984
45083,Kevin Sarkela,I-Men,62082,10752,102,11497,32,25191,251,12330,244,6298,95,6766
9856,jamie fuqua,I-Men,62083,10753,91,20344,60,8355,248,12721,241,8479,80,12184
30109,Frank Krepelka,I-Men,62096,10754,96,16352,49,18518,288,6732,240,9487,83,11007
54344,Yasar Nawaz,I-Men,62097,10755,112,4864,30,26303,264,10458,212,14727,98,5745
46304,Bernard Macken,I-Men,62104,10756,97,15652,60,8355,257,11317,239,12921,75,13859
13489,Kevin Yocca,I-Men,62107,10757,91,20344,60,8355,283,7411,200,15747,85,10250
45346,Jason lyle,I-Men,62110,10758,85,24872,62,6415,260,10932,244,6298,76,13593
23662,Scott Assencoa,I-Men,62118,10759,93,18645,63,5697,238,14430,240,9487,75,13859
7330,Ryan Hansen,I-Men,62122,10760,85,24872,66,4082,234,15432,240,9487,90,8249
77201,Preston Leslie,I-Men,62127,10761,94,17917,61,7203,249,12591,219,14166,85,10250
9137,Ryan Kennedy,I-Men,62128,10762,91,20344,60,8355,238,14430,240,9487,87,9512
45907,Jeff Welborn,I-Men,62131,10763,78,29368,68,3235,248,12721,198,15963,124,844
4192,scot poore,I-Men,62133,10764,105,8971,44,20544,231,16014,240,9487,94,7117
12873,Joe Boulanger,I-Men,62136,10765,99,14473,39,22557,267,9874,240,9487,98,5745
23530,Matt Bond,I-Men,62139,10766,95,17102,47,19285,243,13384,247,4447,91,7921
81399,Jason Brod,I-Men,62143,10767,90,21273,60,8355,252,12021,240,9487,83,11007
10609,Omar Foster,I-Men,62153,10768,100,13376,51,17530,262,10640,244,6298,74,14309
61407,Ben West,I-Men,62156,10769,94,17917,60,8355,235,15209,242,7711,78,12964
81121,Rich Turman,I-Men,62167,10770,100,13376,54,16167,268,9709,243,6980,69,15935
38715,Art Alva,I-Men,62169,10771,101,12397,51,17530,225,17013,243,6980,90,8249
24542,Adam Pickford,I-Men,62175,10772,102,11497,43,20915,239,14193,240,9487,97,6083
70369,Mitch Turner,I-Men,62181,10773,85,24872,60,8355,243,13384,240,9487,97,6083
26958,Shane Couchman,I-Men,62183,10774,120,1995,36,23646,251,12330,198,15963,90,8249
27188,todd hurst,I-Men,62188,10775,99,14473,60,8355,231,16014,240,9487,75,13859
29951,Grant Franco,I-Men,62190,10776,104,9828,56,15225,223,17242,241,8479,82,11416
62009,Robert White,I-Men,62204,10777,96,16352,52,17049,270,9432,240,9487,86,9884
14114,Rob Mendizabal,I-Men,62207,10778,87,23388,61,7203,245,13145,240,9487,89,8984
11992,Levi Sandoval,I-Men,62213,10779,96,16352,58,14372,254,11752,240,9487,85,10250
29807,Nathan Brammeier,I-Men,62214,10780,106,8256,46,19713,210,19016,243,6980,90,8249
1658,Scott Turner,I-Men,62216,10781,90,21273,51,17530,279,7817,241,8479,94,7117
78183,Dale Robertson,I-Men,62227,10782,97,15652,60,8355,272,9074,233,13211,69,15935
19398,Eric Trick,I-Men,62228,10783,86,24116,60,8355,252,12021,240,9487,90,8249
12995,Michael Salvanera,I-Men,62228,10783,86,24116,60,8355,252,12021,240,9487,90,8249
14817,John Leach,I-Men,62244,10785,95,17102,58,14372,221,17492,246,5029,90,8249
20986,Gunnar Örn Arnarsson,I-Men,62260,10786,87,23388,60,8355,272,9074,241,8479,78,12964
27177,Joshua Walsh,I-Men,62262,10787,100,13376,60,8355,263,10550,168,18974,83,11007
42816,Red magpantay,I-Men,62271,10788,127,677,37,23210,267,9874,142,22092,96,6418
