,Name,Division,OverallScore,Rank,Wk1_Score,Wk1_Rank,Wk2_Score,Wk2_Rank,Wk3_Score,Wk3_Rank,Wk4_Score,Wk4_Rank,Wk5_Score,Wk5_Rank
11435,Rich Froning,I-Men,41,1,141,34,98,1,531,1,309,2,161,3
5783,Sean Thomson,I-Men,144,2,142,28,89,79,480,14,290,10,155,13
21343,Kenneth Leverich,I-Men,197,3,139,58,91,10,451,55,269,50,152,24
47661,Dan Bailey,I-Men,251,4,138,74,95,4,518,3,265,159,156,11
42803,Orlando Trejo,I-Men,272,5,139,58,90,19,432,122,270,43,148,30
24156,Neal Maddox,I-Men,296,6,132,266,97,3,470,21,323,1,158,5
5541,Thomas Hooton,I-Men,302,7,139,58,88,95,463,30,267,85,147,34
11644,Joey Warren,I-Men,303,8,136,108,90,19,441,84,267,85,157,7
11337,Brandon Pastorek,I-Men,369,9,132,266,90,19,466,27,269,50,157,7
12485,Jason Khalipa,I-Men,373,10,131,326,94,5,459,35,297,3,159,4
1819,Justin Allen,I-Men,463,11,132,266,88,95,448,60,280,21,153,21
49510,Albert-Dominic Larouche,I-Men,549,12,137,93,84,239,452,50,276,29,139,138
31660,Jon Pera,I-Men,555,13,132,266,90,19,453,47,267,85,139,138
29334,Jarett Perelmutter,I-Men,588,14,147,8,80,566,509,4,297,3,157,7
9241,Chase Daniels,I-Men,588,14,131,326,87,111,496,7,293,6,139,138
5200,Pat Barber,I-Men,630,16,133,215,84,239,438,96,277,25,145,55
5312,Nick Urankar,I-Men,656,17,132,266,88,95,436,102,265,159,147,34
66405,Mike Mckenna,I-Men,677,18,139,58,82,372,457,43,283,15,137,189
8067,Brandon Phillips,I-Men,694,19,130,396,90,19,439,91,265,159,149,29
9611,Peter D'Amore,I-Men,697,20,138,74,81,448,447,64,270,43,143,68
42206,Kevin Simons,I-Men,739,21,138,74,86,145,439,91,261,412,154,17
11424,Nick Fory,I-Men,761,22,139,58,81,448,423,178,270,43,147,34
67386,Travis Page,I-Men,792,23,154,4,79,695,523,2,273,32,144,59
43761,Ben Smith,I-Men,822,24,128,566,85,184,482,12,287,11,146,49
23758,David Charbonneau,I-Men,837,25,135,136,84,239,409,314,269,50,141,98
7285,Rob Forte,I-Men,866,26,134,172,85,184,437,99,264,222,137,189
34796,Scott Panchik,I-Men,884,27,161,1,87,111,425,159,260,530,142,83
10593,Zach Forrest,I-Men,889,28,131,326,82,372,430,140,282,17,147,34
26902,Chad Augustin,I-Men,912,29,144,17,83,295,396,466,267,85,146,49
18543,Frederik aegidius,I-Men,938,30,131,326,82,372,468,24,266,118,141,98
55226,Irving Hernandez,I-Men,963,31,144,17,78,792,432,122,277,25,157,7
8747,Bill Grundler,I-Men,965,32,130,396,84,239,440,88,265,159,142,83
8496,Gabe Subry,I-Men,1020,33,130,396,83,295,424,166,277,25,139,138
6190,ryan fischer,I-Men,1023,34,138,74,79,695,463,30,264,222,162,2
32775,Brett Sepi,I-Men,1036,35,131,326,84,239,410,309,269,50,140,112
5718,Jason Hoggan,I-Men,1036,35,133,215,82,372,443,79,268,68,134,302
27065,Chris Spealler,I-Men,1043,37,138,74,80,566,448,60,291,9,133,334
22026,Josh Wagner,I-Men,1066,38,127,677,90,19,430,140,266,118,140,112
5284,Daniel Tyminski,I-Men,1067,39,128,566,82,372,483,9,272,37,142,83
41380,Nick Lucchesi,I-Men,1070,40,129,482,86,145,447,64,264,222,138,157
26124,Jud Dean,I-Men,1074,41,133,215,83,295,424,166,262,343,145,55
8023,Philip Bengtsson,I-Men,1106,42,128,566,90,19,485,8,273,32,129,481
23419,Garry Martin II,I-Men,1114,43,126,793,87,111,433,115,268,68,150,27
34601,Stefano Migliorini,I-Men,1163,44,135,136,79,695,418,213,267,85,147,34
10169,Austin Malleolo,I-Men,1167,45,134,172,78,792,452,50,267,85,143,68
7314,Brandon Swan,I-Men,1167,45,132,266,85,184,394,516,266,118,142,83
11416,Mike Abgarian,I-Men,1208,47,141,34,76,1056,440,88,277,25,158,5
7687,Zack Height,I-Men,1210,48,135,136,86,145,388,631,274,31,135,267
12351,Adrian Lui,I-Men,1240,49,139,58,81,448,431,133,261,412,137,189
5588,Jay Rhodes,I-Men,1264,50,129,482,83,295,423,178,267,85,136,224
16583,AJ Moore,I-Men,1267,51,130,396,83,295,417,227,263,281,143,68
47666,Kieran Hogan,I-Men,1282,52,135,136,82,372,448,60,261,412,134,302
6083,Christopher Guerrero,I-Men,1301,53,130,396,82,372,432,122,264,222,137,189
30465,Ian Berger,I-Men,1333,54,133,215,81,448,451,55,263,281,133,334
11826,Phillip Kniep,I-Men,1342,55,126,793,86,145,467,25,264,222,138,157
18006,Matthew Lefave,I-Men,1365,56,127,677,83,295,420,196,267,85,140,112
6860,Kyle Sikes,I-Men,1388,57,126,793,89,79,433,115,280,21,132,380
4330,Andrew Koch,I-Men,1393,58,133,215,82,372,421,193,260,530,142,83
47413,Paul Smith,I-Men,1404,59,133,215,85,184,428,150,261,412,130,443
3172,Jamie Lee,I-Men,1410,60,130,396,84,239,411,275,262,343,138,157
11446,Dominick Maurici,I-Men,1418,61,131,326,82,372,464,28,259,658,147,34
9230,Jason Cain,I-Men,1466,62,128,566,81,448,403,371,268,68,155,13
59012,Kevin Longmeier,I-Men,1468,63,133,215,82,372,399,411,263,281,137,189
35263,John (JT) Dahlinger,I-Men,1476,64,135,136,81,448,456,45,259,658,137,189
57589,Drew Shamblin,I-Men,1510,65,129,482,79,695,439,91,265,159,142,83
66443,Nick Zambruno,I-Men,1518,66,136,108,77,916,503,5,264,222,135,267
30180,Guido Trinidad,I-Men,1522,67,133,215,78,792,459,35,261,412,143,68
7323,Brendan Southwick,I-Men,1522,67,129,482,80,566,432,122,269,50,134,302
30740,Ben Stoneberg,I-Men,1541,69,138,74,76,1056,406,340,272,37,147,34
44314,Jason Ingham,I-Men,1541,69,135,136,89,79,393,534,261,412,132,380
11676,Sinan Gocmen,I-Men,1544,71,127,677,81,448,418,213,268,68,139,138
6792,apollo lewis,I-Men,1547,72,132,266,81,448,453,47,262,343,130,443
12315,Josh Golden,I-Men,1553,73,140,45,90,19,483,9,255,1412,143,68
22365,Devin Ford,I-Men,1558,74,130,396,84,239,411,275,266,118,128,530
35012,Jeremy Kinnick,I-Men,1571,75,124,1115,84,239,433,115,268,68,147,34
5642,Matt Baird,I-Men,1622,76,133,215,77,916,399,411,284,12,143,68
2515,Courtney Wuistinger,I-Men,1635,77,125,936,91,10,432,122,262,343,136,224
14646,Geoff Turner,I-Men,1639,78,125,936,84,239,459,35,261,412,154,17
17703,Matt Chan,I-Men,1646,79,130,396,90,19,375,975,264,222,147,34
8797,Ryan Swobody,I-Men,1649,80,128,566,80,566,411,275,265,159,142,83
8388,Henry Lopez,I-Men,1674,81,135,136,75,1247,479,16,266,118,138,157
8312,Buddy Hitchcock,I-Men,1678,82,139,58,78,792,413,259,261,412,138,157
7802,Will Zerlang,I-Men,1680,83,137,93,87,111,411,275,256,1171,148,30
15026,David Millar,I-Men,1700,84,126,793,79,695,459,35,266,118,144,59
4158,Blair Morrison,I-Men,1705,85,133,215,87,111,398,428,258,794,138,157
51041,Chad Mackay,I-Men,1731,86,128,566,84,239,415,244,269,50,126,632
51655,Davide Marini,I-Men,1755,87,138,74,84,239,409,314,262,343,125,785
6148,Connor Nelson,I-Men,1757,88,131,326,77,916,410,309,268,68,139,138
56923,Joseph Weigel,I-Men,1759,89,124,1115,86,145,396,466,284,12,153,21
4820,Noah Pester,I-Men,1780,90,128,566,80,566,412,263,266,118,135,267
11209,Adam Neiffer,I-Men,1793,91,132,266,76,1056,424,166,264,222,142,83
11700,Gerald Sasser,I-Men,1815,92,125,936,88,95,436,102,269,50,126,632
9092,Kameron Rosenau,I-Men,1824,93,133,215,74,1461,454,46,268,68,147,34
18192,Matt Sharp,I-Men,1829,94,127,677,83,295,410,309,263,281,135,267
43640,Aaron Johnson,I-Men,1831,95,132,266,75,1247,436,102,266,118,141,98
6555,Dan Staton,I-Men,1836,96,133,215,74,1461,447,64,272,37,144,59
14333,Robert Perovich,I-Men,1844,97,126,793,85,184,428,150,267,85,126,632
14711,daniel skidmore,I-Men,1848,98,129,482,81,448,447,64,264,222,126,632
63058,David Lipson,I-Men,1855,99,124,1115,87,111,422,187,261,412,148,30
11993,Jason Leydon,I-Men,1860,100,132,266,78,792,442,83,260,530,137,189
3421,Mike Kluegel,I-Men,1864,101,138,74,76,1056,431,133,261,412,137,189
10917,Eric Magee,I-Men,1879,102,124,1115,90,19,408,319,265,159,135,267
41853,drew demarta,I-Men,1886,103,130,396,86,145,439,91,256,1171,142,83
4833,Shawn Stauffer,I-Men,1889,104,129,482,82,372,389,609,265,159,135,267
14443,Ryne Reeves,I-Men,1893,105,135,136,75,1247,447,64,261,412,147,34
53824,Tyson Takasaki,I-Men,1957,106,132,266,81,448,415,244,267,85,123,914
25619,Brian Prochaska,I-Men,1958,107,134,172,83,295,381,807,263,281,131,403
11451,Graham Holmberg,I-Men,1990,108,122,1496,84,239,479,16,283,15,136,224
9983,Roch Proteau,I-Men,1999,109,136,108,78,792,411,275,262,343,129,481
4945,James Hobart,I-Men,2017,110,124,1115,84,239,409,314,263,281,143,68
53379,Matt Brisebois,I-Men,2025,111,129,482,80,566,424,166,258,794,154,17
56553,Lee Lyles,I-Men,2031,112,122,1496,84,239,423,178,269,50,143,68
18418,Matt Lodin,I-Men,2035,113,128,566,80,566,403,371,262,343,137,189
12825,Justin VanBeek,I-Men,2042,114,128,566,80,566,464,28,259,658,136,224
4388,Chad Furey,I-Men,2045,115,131,326,77,916,441,84,260,530,137,189
20035,Dustin Wetter,I-Men,2046,116,128,566,81,448,447,64,257,957,156,11
9402,Tommy Pease,I-Men,2052,117,128,566,80,566,408,319,261,412,137,189
2784,Drew Bignall,I-Men,2055,118,122,1496,90,19,443,79,265,159,134,302
24538,Yurii Hanson,I-Men,2057,119,123,1289,84,239,418,213,265,159,138,157
4895,Jordan Troyan,I-Men,2067,120,137,93,76,1056,447,64,264,222,126,632
25569,Kyle Kasperbauer,I-Men,2116,121,131,326,75,1247,436,102,262,343,141,98
23904,Chad Melton,I-Men,2158,122,130,396,82,372,398,428,266,118,124,844
9124,Dan Bosco,I-Men,2208,123,135,136,77,916,400,406,266,118,126,632
10822,Mikko Aronpää,I-Men,2219,124,126,793,90,19,422,187,256,1171,146,49
4842,Wayne Willette,I-Men,2237,125,127,677,80,566,411,275,260,530,137,189
16196,Patrick oconnell,I-Men,2244,126,132,266,89,79,361,1404,261,412,142,83
12163,Scott Wells,I-Men,2255,127,130,396,78,792,396,466,261,412,137,189
10891,Brennan Morton,I-Men,2261,128,128,566,77,916,460,33,262,343,131,403
14002,Eric Botsford,I-Men,2264,129,126,793,78,792,415,244,273,32,131,403
21720,landon brazell,I-Men,2272,130,124,1115,81,448,401,393,265,159,138,157
16421,Marcus Hendren,I-Men,2287,131,120,1995,88,95,460,33,292,7,138,157
36167,Josh Ingham,I-Men,2288,132,131,326,83,295,380,843,262,343,129,481
24665,Kyle Jacobson,I-Men,2305,133,136,108,75,1247,425,159,265,159,126,632
14502,casey parlett,I-Men,2305,133,126,793,80,566,420,196,266,118,126,632
31873,Austin Stack,I-Men,2309,135,133,215,82,372,393,534,259,658,128,530
15170,Dirty Alvarez,I-Men,2312,136,133,215,73,1682,435,108,266,118,137,189
32052,Lacee Kovacs,I-Men,2312,136,131,326,81,448,423,178,257,957,131,403
5692,Ian McHugh,I-Men,2314,138,137,93,76,1056,399,411,260,530,136,224
53314,Nate Schrader,I-Men,2315,139,126,793,90,19,407,330,265,159,122,1014
4777,Adam Piccari,I-Men,2338,140,124,1115,77,916,452,50,268,68,137,189
8385,Bobby Noyce,I-Men,2339,141,136,108,72,1928,446,73,266,118,140,112
18866,Taylor Yaffee,I-Men,2340,142,130,396,75,1247,404,358,272,37,134,302
20931,Nathan Doud,I-Men,2363,143,129,482,79,695,377,912,292,7,135,267
6975,Joe Masley,I-Men,2369,144,136,108,73,1682,441,84,261,412,142,83
48518,Tory Morgan,I-Men,2371,145,122,1496,83,295,461,32,263,281,135,267
25957,Alex Nettey,I-Men,2372,146,124,1115,82,372,452,50,269,50,125,785
10888,Steve Walters,I-Men,2375,147,126,793,81,448,399,411,262,343,132,380
19897,Ray Krumme,I-Men,2399,148,135,136,83,295,382,787,257,957,136,224
26106,Will Trujillo,I-Men,2407,149,125,936,87,111,416,235,263,281,124,844
15787,David Cornthwaite,I-Men,2429,150,134,172,76,1056,413,259,261,412,128,530
16869,Shawn Butler,I-Men,2448,151,122,1496,87,111,452,50,265,159,126,632
41702,Mike Witte,I-Men,2452,152,131,326,77,916,424,166,261,412,126,632
6888,Matt Barnes,I-Men,2473,153,130,396,76,1056,394,516,263,281,136,224
23114,dave ulmer,I-Men,2507,154,120,1995,88,95,434,110,295,5,134,302
33129,Drew Hymer,I-Men,2524,155,123,1289,86,145,411,275,259,658,138,157
25870,David Callahan,I-Men,2526,156,127,677,90,19,392,555,258,794,129,481
50186,Jeremy March,I-Men,2537,157,128,566,82,372,392,555,261,412,126,632
3981,zachary hebert,I-Men,2546,158,122,1496,91,10,483,9,282,17,122,1014
13277,Gregory Mountain,I-Men,2554,159,130,396,80,566,391,574,258,794,136,224
11436,Pete Rasmusen,I-Men,2556,160,128,566,83,295,459,35,254,1634,151,26
9752,Chad Wittman,I-Men,2556,160,123,1289,86,145,392,555,262,343,136,224
43993,Ryan Hignell,I-Men,2557,162,134,172,80,566,376,937,259,658,136,224
2720,Justin Adams,I-Men,2570,163,140,45,79,695,391,574,261,412,124,844
13913,Marcus Filly,I-Men,2575,164,126,793,78,792,408,319,259,658,155,13
5300,Steve Mullen,I-Men,2579,165,128,566,83,295,397,443,258,794,129,481
32245,Caleb Gregory,I-Men,2622,166,132,266,74,1461,394,516,264,222,138,157
5369,Matt Streenz,I-Men,2640,167,131,326,80,566,371,1106,260,530,140,112
68977,mike cahill,I-Men,2641,168,124,1115,81,448,381,807,265,159,140,112
10991,Michael Barousse,I-Men,2643,169,128,566,89,79,392,555,259,658,125,785
14289,john Zvejnieks,I-Men,2652,170,122,1496,78,792,432,122,267,85,138,157
4307,Ryan Troupe,I-Men,2656,171,124,1115,76,1056,436,102,265,159,136,224
2566,Jack Hile,I-Men,2732,172,136,108,73,1682,420,196,261,412,133,334
16753,Matt Temesy,I-Men,2732,172,125,936,84,239,397,443,257,957,138,157
24771,Ken Crowder,I-Men,2734,174,124,1115,80,566,399,411,260,530,140,112
29752,Trey Kubacak,I-Men,2750,175,121,1720,83,295,424,166,261,412,138,157
20717,Bryan Diaz,I-Men,2751,176,124,1115,80,566,423,178,258,794,141,98
11236,Brendan Marolda,I-Men,2755,177,129,482,81,448,386,697,258,794,133,334
50866,Spencer Hendel,I-Men,2770,178,124,1115,90,19,436,102,264,222,119,1312
23011,Chris Gosler,I-Men,2770,178,128,566,75,1247,419,201,259,658,141,98
8222,Joshua Page,I-Men,2773,180,128,566,84,239,467,25,260,530,118,1413
12367,Adam Jamieson,I-Men,2809,181,120,1995,90,19,412,263,262,343,137,189
20880,George Fairley,I-Men,2815,182,129,482,85,184,382,787,263,281,121,1081
40915,Travis Touma,I-Men,2817,183,127,677,81,448,407,330,263,281,121,1081
14586,Nicholas Wall,I-Men,2842,184,128,566,86,145,381,807,258,794,128,530
25379,Anthony Santa-Iglesia,I-Men,2845,185,132,266,73,1682,407,330,262,343,136,224
38209,Lucas Parker,I-Men,2851,186,125,936,85,184,368,1175,264,222,133,334
10668,james goulden,I-Men,2870,187,124,1115,80,566,406,340,263,281,127,568
2725,Noah Ohlsen,I-Men,2871,188,138,74,72,1928,414,254,263,281,133,334
43891,David Borrelli,I-Men,2891,189,127,677,74,1461,399,411,266,118,136,224
2358,Jeffrey Ramos,I-Men,2898,190,122,1496,80,566,389,609,265,159,143,68
5456,Nicholas DelGrande,I-Men,2902,191,127,677,75,1247,390,593,266,118,135,267
39447,Basile Beaty,I-Men,2933,192,134,172,73,1682,459,35,261,412,126,632
39857,Todd Edmunds,I-Men,2957,193,129,482,78,792,431,133,255,1412,139,138
5760,Larry Ford,I-Men,2980,194,125,936,80,566,428,150,256,1171,138,157
4113,Josh Nimmo,I-Men,2982,195,130,396,76,1056,381,807,262,343,132,380
13061,Chad Cole,I-Men,2989,196,129,482,72,1928,427,153,265,159,135,267
24047,Dustin Winterhalt,I-Men,3007,197,127,677,75,1247,393,534,268,68,129,481
2239,Kevin Bowles,I-Men,3055,198,131,326,73,1682,383,757,264,222,143,68
11232,Zeph Littleton,I-Men,3057,199,123,1289,81,448,391,574,262,343,131,403
34816,Elijah Muhammad,I-Men,3071,200,123,1289,88,95,412,263,262,343,121,1081
5399,Steve Howell,I-Men,3076,201,121,1720,84,239,395,502,263,281,133,334
36462,Noah Gabriel-Landis,I-Men,3079,202,120,1995,81,448,445,74,265,159,131,403
9724,Craig Charton,I-Men,3081,203,125,936,81,448,388,631,264,222,124,844
36154,Aja Barto,I-Men,3102,204,124,1115,81,448,396,466,265,159,123,914
12457,Brian Kost,I-Men,3135,205,136,108,77,916,412,263,259,658,120,1190
56288,shawn woods,I-Men,3135,205,131,326,75,1247,396,466,258,794,134,302
43408,Aaron James,I-Men,3166,207,122,1496,79,695,397,443,262,343,137,189
21850,Denver McPhail,I-Men,3169,208,122,1496,89,79,404,358,264,222,122,1014
4537,Ben Alderman,I-Men,3174,209,119,2290,88,95,417,227,265,159,131,403
1834,Jesse Haines,I-Men,3182,210,129,482,81,448,417,227,253,1927,141,98
14018,Jason Schroeder,I-Men,3193,211,121,1720,86,145,424,166,260,530,126,632
3401,Jacob Theriot,I-Men,3229,212,134,172,70,2553,441,84,266,118,134,302
27946,Kirk victorian,I-Men,3271,213,126,793,73,1682,411,275,266,118,131,403
13269,Robby Boutwell,I-Men,3281,214,136,108,78,792,371,1106,258,794,129,481
3888,Kevin Manuel,I-Men,3285,215,126,793,73,1682,407,330,272,37,130,443
30862,Vic Zachary,I-Men,3293,216,131,326,74,1461,399,411,257,957,139,138
26702,Angelo Fosco,I-Men,3294,217,125,936,79,695,400,406,262,343,123,914
7964,Cory Buerck,I-Men,3309,218,124,1115,78,792,412,263,259,658,129,481
27567,David Stowe,I-Men,3321,219,120,1995,90,19,379,872,273,32,131,403
7905,Jared Stevens,I-Men,3343,220,124,1115,80,566,365,1270,262,343,146,49
17557,Tate Worswick,I-Men,3364,221,123,1289,80,566,399,411,260,530,127,568
17477,Ty Hanson,I-Men,3383,222,129,482,80,566,386,697,258,794,124,844
2989,Gregory Pitts,I-Men,3389,223,122,1496,86,145,411,275,256,1171,134,302
18342,Matthieu Dubreucq,I-Men,3395,224,132,266,73,1682,381,807,265,159,129,481
11756,Maguid Nicholas,I-Men,3401,225,122,1496,80,566,378,887,266,118,133,334
23106,Scott Linton,I-Men,3422,226,134,172,73,1682,415,244,258,794,128,530
44445,Ben Thompson,I-Men,3424,227,138,74,69,2910,470,21,263,281,139,138
7014,Ricky Baylor,I-Men,3447,228,127,677,77,916,398,428,258,794,126,632
23326,gary baron,I-Men,3460,229,120,1995,83,295,395,502,260,530,139,138
1636,Bart Boyd,I-Men,3463,230,126,793,77,916,387,656,260,530,127,568
12324,Zach Brock,I-Men,3475,231,127,677,82,372,438,96,253,1927,131,403
4406,Matt Hathcock,I-Men,3490,232,120,1995,82,372,378,887,284,12,136,224
11391,Númi Snær Katrínarson,I-Men,3490,232,123,1289,73,1682,407,330,273,32,138,157
9408,Luke Starr,I-Men,3511,234,127,677,73,1682,394,516,261,412,136,224
23127,Jared San Nicolas,I-Men,3511,234,122,1496,81,448,398,428,259,658,129,481
7477,Desmond Bittner,I-Men,3517,236,122,1496,76,1056,405,355,262,343,135,267
15358,Derek French,I-Men,3525,237,123,1289,82,372,379,872,259,658,133,334
5862,Brian Huberty,I-Men,3526,238,121,1720,81,448,375,975,265,159,136,224
11872,Sean LeFloch,I-Men,3532,239,125,936,72,1928,429,144,261,412,140,112
32987,Ron Yellin,I-Men,3564,240,123,1289,77,916,383,757,265,159,130,443
1653,Erik Fay,I-Men,3564,240,130,396,71,2243,404,358,262,343,136,224
17163,Dave Schwanke,I-Men,3565,242,141,34,73,1682,399,411,256,1171,135,267
6588,Mike LeBlanc,I-Men,3585,243,125,936,81,448,359,1565,261,412,136,224
9973,Keegan Wolfenden,I-Men,3585,243,131,326,83,295,365,1270,263,281,118,1413
14023,Nathan Loren,I-Men,3609,245,124,1115,75,1247,402,383,260,530,133,334
9535,Sean Glanzmann,I-Men,3627,246,129,482,72,1928,451,55,260,530,126,632
12190,Zechariah Townsend,I-Men,3633,247,124,1115,76,1056,411,275,262,343,124,844
9405,Adam Blaney,I-Men,3636,248,132,266,73,1682,419,201,257,957,128,530
14909,Chad Smith,I-Men,3636,248,128,566,79,695,367,1213,260,530,126,632
47734,Jeremiah Williams,I-Men,3655,250,122,1496,76,1056,393,534,261,412,138,157
10452,Brandon Mericle,I-Men,3657,251,126,793,70,2553,432,122,265,159,148,30
59585,michael senecal,I-Men,3696,252,128,566,78,792,377,912,258,794,126,632
19443,Hannes Heins,I-Men,3723,253,126,793,80,566,418,213,253,1927,136,224
46475,Alex Rollin,I-Men,3730,254,118,2545,90,19,412,263,266,118,125,785
21292,Garret Fisher,I-Men,3730,254,120,1995,82,372,403,371,259,658,133,334
40486,Thomas Cox,I-Men,3760,256,122,1496,89,79,374,1046,259,658,129,481
3715,jean-michel riendeau,I-Men,3781,257,126,793,76,1056,421,193,259,658,121,1081
8551,Julian Serna,I-Men,3787,258,134,172,78,792,375,975,259,658,120,1190
51727,James DeMarco,I-Men,3792,259,118,2545,86,145,396,466,261,412,136,224
5296,Jeremy Meredith,I-Men,3800,260,120,1995,77,916,391,574,263,281,147,34
2403,Luke McGruer,I-Men,3800,260,131,326,73,1682,418,213,258,794,125,785
1665,Mike Hart,I-Men,3822,262,127,677,73,1682,411,275,259,658,128,530
30920,Sean Malloy,I-Men,3840,263,119,2290,90,19,400,406,263,281,124,844
12547,Vincent Kong,I-Men,3866,264,124,1115,75,1247,407,330,258,794,132,380
12388,Jared Cantrell,I-Men,3872,265,125,936,75,1247,386,697,259,658,133,334
3516,Cody Spell,I-Men,3879,266,117,2849,86,145,440,88,260,530,135,267
28174,John Lynch,I-Men,3919,267,135,136,84,239,378,887,252,2277,132,380
39308,Mark Cassibo,I-Men,3921,268,122,1496,76,1056,384,729,265,159,129,481
19155,Jesse Disch,I-Men,3927,269,117,2849,82,372,404,358,265,159,137,189
49879,Neil Minella,I-Men,3934,270,136,108,73,1682,374,1046,260,530,127,568
10476,Natan Geva,I-Men,3938,271,119,2290,75,1247,425,159,267,85,138,157
9809,Tom Ragusa,I-Men,3945,272,123,1289,72,1928,434,110,269,50,127,568
47432,Jason Haywood,I-Men,3950,273,119,2290,80,566,406,340,260,530,136,224
27814,Kyle Boyer,I-Men,3957,274,118,2545,79,695,397,443,267,85,137,189
27287,Matteo Piran,I-Men,3961,275,124,1115,83,295,415,244,253,1927,132,380
17741,Jonathan Laniel,I-Men,3961,275,121,1720,82,372,369,1155,261,412,134,302
18613,Andrew Kuechler,I-Men,3962,277,129,482,72,1928,405,355,261,412,125,785
25193,Justin Dickson,I-Men,3984,278,121,1720,78,792,404,358,257,957,138,157
2807,Christer Idland,I-Men,3993,279,127,677,78,792,365,1270,256,1171,142,83
17515,jaime acuna,I-Men,3998,280,130,396,72,1928,360,1455,275,30,137,189
7236,Noel Famy,I-Men,4009,281,119,2290,87,111,418,213,256,1171,136,224
8522,chris hogan,I-Men,4022,282,127,677,73,1682,445,74,257,957,126,632
23189,Christian Bull,I-Men,4024,283,123,1289,75,1247,380,843,262,343,134,302
36713,Herman Demmink III,I-Men,4063,284,120,1995,83,295,433,115,254,1634,152,24
11267,Jared Davis,I-Men,4075,285,130,396,70,2553,406,340,262,343,130,443
5590,Chris Michelmore,I-Men,4079,286,127,677,74,1461,371,1106,269,50,125,785
7567,Scott Paltos,I-Men,4092,287,124,1115,98,1,429,144,251,2608,136,224
4702,Darren Ellis,I-Men,4094,288,131,326,75,1247,408,319,254,1634,127,568
17606,Eric O'Connor,I-Men,4137,289,124,1115,74,1461,379,872,265,159,128,530
14697,leonidas jenkins,I-Men,4148,290,130,396,71,2243,397,443,264,222,124,844
20236,Jeff edwards,I-Men,4157,291,128,566,74,1461,361,1404,259,658,143,68
42516,Anders Galaly,I-Men,4159,292,122,1496,74,1461,417,227,262,343,126,632
24643,Nate Beard,I-Men,4161,293,123,1289,89,79,354,1732,258,794,135,267
9217,Dan Goldberg,I-Men,4164,294,118,2545,86,145,416,235,256,1171,143,68
25758,Auke Toussaint,I-Men,4166,295,131,326,70,2553,425,159,262,343,125,785
4732,Ricky Frausto,I-Men,4167,296,130,396,72,1928,376,937,258,794,140,112
21253,Simon Nickerson,I-Men,4170,297,124,1115,84,239,363,1329,257,957,128,530
14562,Aaron Bielefeldt,I-Men,4176,298,118,2545,82,372,421,193,263,281,125,785
59085,rory hanlin,I-Men,4185,299,116,3166,91,10,399,411,268,68,128,530
18278,Jimmy St Louis,I-Men,4185,299,121,1720,90,19,377,912,264,222,119,1312
54393,Eric Hockridge,I-Men,4192,301,138,74,70,2553,385,716,263,281,127,568
10228,Vaughn Langtry,I-Men,4198,302,126,793,81,448,388,631,255,1412,123,914
56889,Luke Reiland,I-Men,4208,303,126,793,77,916,398,428,259,658,118,1413
48307,Omar Torres,I-Men,4230,304,132,266,70,2553,378,887,261,412,140,112
38223,Johannes Gustavsson,I-Men,4232,305,125,936,75,1247,423,178,257,957,123,914
12151,Chris Cristini,I-Men,4233,306,128,566,74,1461,402,383,254,1634,137,189
29109,Nuno Costa,I-Men,4239,307,132,266,69,2910,381,807,264,222,147,34
3572,Jakob Magnússon,I-Men,4248,308,127,677,80,566,391,574,264,222,112,2209
10388,Jake Howard,I-Men,4252,309,124,1115,79,695,376,937,256,1171,133,334
30151,Daniel Tromello,I-Men,4257,310,128,566,70,2553,422,187,258,794,138,157
30482,Timmy Johnston,I-Men,4260,311,125,936,73,1682,384,729,263,281,126,632
23021,ronnie teasdale,I-Men,4262,312,122,1496,80,566,433,115,256,1171,123,914
23824,Andrew Duffy,I-Men,4271,313,123,1289,76,1056,375,975,258,794,138,157
2105,Josh Nelson,I-Men,4281,314,128,566,77,916,361,1404,256,1171,136,224
9573,Chris Ryan,I-Men,4306,315,132,266,70,2553,397,443,261,412,126,632
33369,Robert Manlove,I-Men,4317,316,120,1995,77,916,387,656,266,118,126,632
64812,darren hunsucker,I-Men,4320,317,125,936,75,1247,375,975,260,530,126,632
34531,Alex Clarke,I-Men,4328,318,127,677,76,1056,357,1633,266,118,124,844
14074,Teddy Hwang,I-Men,4343,319,133,215,75,1247,360,1455,261,412,122,1014
2559,Steven Fawcett,I-Men,4363,320,128,566,76,1056,412,263,254,1634,124,844
2698,Colin Jenkins,I-Men,4373,321,122,1496,81,448,361,1404,257,957,143,68
2636,Duke Burk,I-Men,4382,322,125,936,87,111,401,393,251,2608,133,334
43446,Erwin van Beek,I-Men,4390,323,120,1995,75,1247,375,975,266,118,145,55
9799,Brad King,I-Men,4392,324,126,793,76,1056,351,1840,264,222,129,481
15653,Michael Cazayoux,I-Men,4394,325,118,2545,76,1056,469,23,259,658,140,112
14268,Riccardo Donati,I-Men,4394,325,126,793,73,1682,374,1046,262,343,128,530
7103,Steven Bergeron,I-Men,4398,327,120,1995,73,1682,443,79,260,530,140,112
6151,Kent Ingalls,I-Men,4401,328,126,793,71,2243,391,574,265,159,126,632
10238,Matt Johnson,I-Men,4403,329,125,936,73,1682,368,1175,262,343,135,267
9968,Jesse Stanley,I-Men,4409,330,128,566,70,2553,384,729,266,118,130,443
