,Name,Division,OverallRank,Rank,Wk1_Score,Wk1_Rank,Wk2_Score,Wk2_Rank,Wk3_Score,Wk3_Rank,Wk4_Score,Wk4_Rank,Wk5_Score,Wk5_Rank
177177,Abby Valenti,I-Women,89354.0,15228.0,128.0,19775.0,219.0,20580.0,240.0,8345.0,42.0,18563.0,15.0,22091.0
30864,ERIN HULL,I-Women,89359.0,15229.0,143.0,15513.0,183.0,30743.0,195.0,16249.0,48.0,14779.0,46.0,12075.0
204599,Melissa Estes,I-Women,89364.0,15230.0,150.0,13553.0,242.0,13593.0,154.0,24108.0,41.0,19210.0,22.0,18900.0
5172,Elizabeth Chang,I-Women,89364.0,15230.0,141.0,16232.0,201.0,26562.0,211.0,14076.0,43.0,17915.0,39.0,14579.0
155823,Leah Giles,I-Women,89366.0,15232.0,109.0,29341.0,243.0,13200.0,221.0,12963.0,40.0,19832.0,41.0,14030.0
107408,Carly Gittens,I-Women,89370.0,15233.0,107.0,30471.0,245.0,12490.0,240.0,10348.0,41.0,19210.0,27.0,16851.0
45758,Lisa Somers,I-Women,89371.0,15234.0,119.0,24478.0,232.0,17091.0,222.0,12811.0,45.0,16507.0,23.0,18484.0
191812,Jessica Albert,I-Women,89377.0,15235.0,131.0,18843.0,251.0,11349.0,199.0,15756.0,36.0,21974.0,16.0,21455.0
158354,Jenny Johannesson,I-Women,89383.0,15236.0,146.0,14796.0,215.0,21346.0,99.0,35166.0,60.0,10345.0,53.0,7730.0
112298,kelly melanson,I-Women,89383.0,15236.0,145.0,15100.0,195.0,28139.0,240.0,10862.0,41.0,19210.0,29.0,16072.0
52959,Kelly McMahon,I-Women,89386.0,15238.0,150.0,11827.0,187.0,29609.0,189.0,17213.0,52.0,13475.0,26.0,17262.0
167236,Kristen Epstein,I-Women,89390.0,15239.0,111.0,28231.0,247.0,12101.0,225.0,12505.0,39.0,20481.0,29.0,16072.0
161322,Dana Reinhardt,I-Women,89393.0,15240.0,119.0,24323.0,223.0,19844.0,171.0,20250.0,50.0,14195.0,48.0,10781.0
198528,Haley Larimore,I-Women,89401.0,15241.0,125.0,21190.0,235.0,16288.0,180.0,18635.0,44.0,17216.0,29.0,16072.0
123888,Erin Vacaro,I-Women,89411.0,15242.0,90.0,45518.0,294.0,3108.0,196.0,16144.0,43.0,17915.0,55.0,6726.0
8433,Katie Chambers,I-Women,89421.0,15243.0,123.0,21993.0,241.0,13928.0,161.0,22238.0,39.0,20481.0,48.0,10781.0
111897,ERIN HYDER,I-Women,89421.0,15243.0,138.0,17005.0,242.0,13593.0,150.0,25681.0,42.0,18563.0,39.0,14579.0
114421,Kristine Shinn,I-Women,89424.0,15245.0,130.0,19041.0,203.0,26103.0,205.0,14900.0,41.0,19210.0,49.0,10170.0
131873,Audrey Hammond,I-Women,89424.0,15245.0,150.0,12534.0,215.0,21346.0,150.0,25524.0,42.0,18563.0,47.0,11457.0
187981,Katie Kincaid,I-Women,89426.0,15247.0,150.0,7760.0,213.0,22226.0,201.0,15380.0,18.0,26798.0,26.0,17262.0
42991,Monique Reece,I-Women,89433.0,15248.0,140.0,16394.0,195.0,28139.0,148.0,26259.0,62.0,9141.0,50.0,9500.0
147480,Mary Kirkland,I-Women,89433.0,15248.0,125.0,21209.0,227.0,18590.0,170.0,20443.0,54.0,12739.0,28.0,16452.0
148964,Laura Gerczak,I-Women,89434.0,15250.0,119.0,24543.0,226.0,18879.0,170.0,20603.0,45.0,16507.0,51.0,8902.0
24574,Rachel Henry,I-Women,89442.0,15251.0,129.0,19520.0,213.0,22226.0,140.0,27774.0,62.0,9141.0,48.0,10781.0
127809,Jessica Reum,I-Women,89444.0,15252.0,145.0,15027.0,240.0,14366.0,160.0,22588.0,42.0,18563.0,22.0,18900.0
203622,Courtney Stevens,I-Women,89454.0,15253.0,129.0,19518.0,230.0,17685.0,177.0,19080.0,51.0,13854.0,21.0,19317.0
107423,Melanie Hart,I-Women,89462.0,15254.0,127.0,20410.0,221.0,20196.0,200.0,15656.0,52.0,13475.0,20.0,19725.0
115130,Abby Kelly,I-Women,89463.0,15255.0,132.0,18600.0,205.0,25560.0,240.0,5297.0,43.0,17915.0,15.0,22091.0
107550,Kyleigh Wristbridge,I-Women,89464.0,15256.0,107.0,30823.0,250.0,11522.0,195.0,16372.0,44.0,17216.0,43.0,13531.0
159147,Tomilyn Richards,I-Women,89469.0,15257.0,137.0,17299.0,225.0,19166.0,192.0,16718.0,50.0,14195.0,15.0,22091.0
183757,Carla Langerhorst,I-Women,89478.0,15258.0,115.0,26233.0,241.0,13928.0,209.0,14414.0,44.0,17216.0,25.0,17687.0
27144,Sheena Harvey,I-Women,89478.0,15258.0,132.0,18474.0,231.0,17399.0,197.0,15965.0,43.0,17915.0,20.0,19725.0
57282,Ashley Sierra,I-Women,89485.0,15260.0,132.0,18691.0,200.0,26854.0,201.0,15440.0,46.0,15838.0,45.0,12662.0
128950,Lorrie Romanelli,I-Women,89486.0,15261.0,133.0,18429.0,217.0,20980.0,226.0,12437.0,43.0,17915.0,20.0,19725.0
119323,Dawniel Niles,I-Women,89488.0,15262.0,105.0,31603.0,237.0,15810.0,221.0,12906.0,45.0,16507.0,45.0,12662.0
20784,Lucille Spinelli,I-Women,89494.0,15263.0,142.0,16063.0,200.0,26854.0,210.0,14239.0,51.0,13854.0,23.0,18484.0
116873,Amanda Williams,I-Women,89516.0,15264.0,127.0,20107.0,197.0,27646.0,240.0,8563.0,52.0,13475.0,20.0,19725.0
143926,Mercedes Levy,I-Women,89517.0,15265.0,109.0,29338.0,240.0,14366.0,193.0,16559.0,37.0,21524.0,53.0,7730.0
205775,Julie Sexton,I-Women,89532.0,15266.0,150.0,9420.0,250.0,11522.0,161.0,22260.0,26.0,24239.0,15.0,22091.0
210071,stephanie jones,I-Women,89536.0,15267.0,141.0,16191.0,232.0,17091.0,167.0,21077.0,43.0,17915.0,26.0,17262.0
132871,Ainslie Williams,I-Women,89542.0,15268.0,125.0,21203.0,210.0,23514.0,240.0,8426.0,43.0,17915.0,23.0,18484.0
135364,Anna Stepanyuk,I-Women,89543.0,15269.0,108.0,29788.0,213.0,22226.0,240.0,10862.0,53.0,13136.0,43.0,13531.0
168286,Nicole Lach,I-Women,89548.0,15270.0,140.0,16617.0,222.0,20009.0,183.0,18092.0,54.0,12739.0,15.0,22091.0
172442,Rachel Tingle,I-Women,89564.0,15271.0,129.0,19606.0,208.0,24857.0,239.0,11354.0,47.0,15263.0,23.0,18484.0
7112,Heather Dahlke,I-Women,89579.0,15272.0,122.0,22694.0,234.0,16555.0,186.0,17651.0,50.0,14195.0,23.0,18484.0
187619,Beth Rizer,I-Women,89591.0,15273.0,137.0,17438.0,238.0,15580.0,176.0,19280.0,46.0,15838.0,16.0,21455.0
150887,Lisa Jones,I-Women,89627.0,15274.0,127.0,20317.0,259.0,9347.0,146.0,26565.0,47.0,15263.0,24.0,18135.0
115917,Brianna Thomas,I-Women,89636.0,15275.0,128.0,19843.0,211.0,23076.0,210.0,14251.0,48.0,14779.0,25.0,17687.0
159970,Jessica Rivera,I-Women,89637.0,15276.0,119.0,24229.0,227.0,18590.0,223.0,12751.0,44.0,17216.0,27.0,16851.0
117477,Liz Otmaskin,I-Women,89645.0,15277.0,125.0,20992.0,267.0,7609.0,151.0,24928.0,44.0,17216.0,22.0,18900.0
175097,Mélissa Labrecque,I-Women,89648.0,15278.0,115.0,26299.0,225.0,19166.0,211.0,14073.0,46.0,15838.0,40.0,14272.0
98699,Denyse Bergie,I-Women,89650.0,15279.0,120.0,23682.0,222.0,20009.0,193.0,16668.0,44.0,17216.0,46.0,12075.0
205385,Kaitlyn McCarron,I-Women,89652.0,15280.0,124.0,21802.0,240.0,14366.0,240.0,8305.0,29.0,23724.0,16.0,21455.0
130027,Jeanna Morrison,I-Women,89659.0,15281.0,125.0,20970.0,206.0,25319.0,147.0,26371.0,57.0,11668.0,58.0,5331.0
130926,Emily Burton,I-Women,89662.0,15282.0,131.0,18802.0,225.0,19166.0,150.0,25916.0,56.0,12003.0,42.0,13775.0
54061,Rebecca Prince,I-Women,89677.0,15283.0,124.0,21677.0,214.0,21820.0,183.0,18216.0,45.0,16507.0,47.0,11457.0
107435,Kristel Klessinger,I-Women,89683.0,15284.0,128.0,19851.0,225.0,19166.0,194.0,16475.0,41.0,19210.0,37.0,14981.0
172752,Althea Matheson,I-Women,89686.0,15285.0,131.0,18788.0,248.0,11876.0,156.0,23459.0,46.0,15838.0,20.0,19725.0
67802,Jess Stilson,I-Women,89688.0,15286.0,128.0,19978.0,226.0,18879.0,207.0,14600.0,39.0,20481.0,31.0,15750.0
19253,Melissa Macphee,I-Women,89695.0,15287.0,114.0,26782.0,221.0,20196.0,184.0,17954.0,47.0,15263.0,50.0,9500.0
98244,Jo Brick,I-Women,89702.0,15288.0,150.0,12571.0,205.0,25560.0,215.0,13609.0,45.0,16507.0,16.0,21455.0
171339,gina richardson,I-Women,89704.0,15289.0,115.0,26172.0,240.0,14366.0,240.0,9930.0,36.0,21974.0,26.0,17262.0
126888,Tanya Metzgar,I-Women,89707.0,15290.0,130.0,19250.0,227.0,18590.0,190.0,17037.0,54.0,12739.0,15.0,22091.0
26101,Colleen Sayer,I-Women,89710.0,15291.0,143.0,15768.0,226.0,18879.0,136.0,28676.0,55.0,12357.0,41.0,14030.0
161320,Monica Reilly,I-Women,89713.0,15292.0,115.0,26260.0,241.0,13928.0,178.0,18948.0,43.0,17915.0,45.0,12662.0
108835,Victoria Walsh,I-Women,89715.0,15293.0,147.0,14661.0,237.0,15810.0,211.0,14084.0,32.0,23069.0,15.0,22091.0
122030,Angela Tenaglia,I-Women,89716.0,15294.0,120.0,23601.0,240.0,14366.0,170.0,20487.0,39.0,20481.0,48.0,10781.0
13754,Maria Barklie,I-Women,89717.0,15295.0,127.0,20037.0,232.0,17091.0,156.0,23381.0,55.0,12357.0,27.0,16851.0
199988,Aurora Small,I-Women,89720.0,15296.0,150.0,13553.0,243.0,13200.0,176.0,19352.0,37.0,21524.0,15.0,22091.0
110201,Aleksandra Dudkiewicz,I-Women,89722.0,15297.0,145.0,15135.0,210.0,23514.0,240.0,6556.0,35.0,22426.0,15.0,22091.0
36527,kerri jilesen,I-Women,89728.0,15298.0,138.0,17030.0,228.0,18317.0,210.0,14238.0,31.0,23292.0,27.0,16851.0
186957,Renita Bess,I-Women,89732.0,15299.0,110.0,28833.0,224.0,19641.0,240.0,11157.0,48.0,14779.0,35.0,15322.0
99730,renee young,I-Women,89734.0,15300.0,103.0,32773.0,241.0,13928.0,214.0,13653.0,41.0,19210.0,49.0,10170.0
205410,Suzi Manery,I-Women,89736.0,15301.0,141.0,16314.0,226.0,18879.0,163.0,21789.0,51.0,13854.0,22.0,18900.0
203140,Joy Collins,I-Women,89753.0,15302.0,150.0,11677.0,267.0,7609.0,168.0,20947.0,14.0,27429.0,15.0,22091.0
202572,Gisela Martinez,I-Women,89756.0,15303.0,118.0,24655.0,212.0,22674.0,214.0,13731.0,43.0,17915.0,48.0,10781.0
111315,Danielle Signorelli,I-Women,89760.0,15304.0,135.0,17740.0,250.0,11522.0,145.0,26739.0,57.0,11668.0,15.0,22091.0
142781,Tarrah Filo-Loos,I-Women,89766.0,15305.0,127.0,20445.0,240.0,14366.0,162.0,22081.0,54.0,12739.0,19.0,20135.0
21790,Melissa Speissegger,I-Women,89771.0,15306.0,139.0,16778.0,235.0,16288.0,150.0,25589.0,51.0,13854.0,26.0,17262.0
208435,loretta carbajal,I-Women,89772.0,15307.0,150.0,13911.0,198.0,27356.0,240.0,8140.0,40.0,19832.0,18.0,20533.0
165531,Rebecca Ash,I-Women,89774.0,15308.0,125.0,21393.0,241.0,13928.0,190.0,17102.0,44.0,17216.0,19.0,20135.0
38517,Emily Russak,I-Women,89776.0,15309.0,135.0,17849.0,248.0,11876.0,172.0,20045.0,43.0,17915.0,15.0,22091.0
157842,jennifer bicksler,I-Women,89777.0,15310.0,117.0,25541.0,224.0,19641.0,230.0,12039.0,39.0,20481.0,46.0,12075.0
158989,Eileen Oppelt,I-Women,89778.0,15311.0,124.0,21624.0,223.0,19844.0,163.0,21864.0,41.0,19210.0,54.0,7236.0
178162,Deeanna Cronin,I-Women,89789.0,15312.0,122.0,22824.0,214.0,21820.0,203.0,15218.0,52.0,13475.0,28.0,16452.0
173746,Faheemah Mustafaa,I-Women,89793.0,15313.0,136.0,17525.0,264.0,8189.0,210.0,14307.0,12.0,27681.0,15.0,22091.0
64693,Marisa Stahl,I-Women,89799.0,15314.0,123.0,22278.0,219.0,20580.0,171.0,20225.0,44.0,17216.0,50.0,9500.0
155227,Ruschelle Khanna,I-Women,89815.0,15315.0,150.0,12980.0,232.0,17091.0,137.0,28455.0,40.0,19832.0,47.0,11457.0
182768,Christina Stephan,I-Women,89823.0,15316.0,132.0,18665.0,257.0,9899.0,133.0,29349.0,46.0,15838.0,29.0,16072.0
116498,Casey Marquez,I-Women,89825.0,15317.0,143.0,15737.0,233.0,16825.0,157.0,23214.0,36.0,21974.0,46.0,12075.0
109497,Leslie Eldred,I-Women,89828.0,15318.0,132.0,18548.0,202.0,26315.0,240.0,9832.0,50.0,14195.0,17.0,20938.0
13528,Rhonda Fintelman,I-Women,89837.0,15319.0,119.0,24187.0,243.0,13200.0,149.0,26157.0,42.0,18563.0,53.0,7730.0
203693,Maria Luisa Bottini,I-Women,89841.0,15320.0,116.0,25700.0,244.0,12894.0,240.0,7182.0,36.0,21974.0,15.0,22091.0
207733,Lulu Meraz,I-Women,89842.0,15321.0,130.0,19041.0,232.0,17091.0,135.0,28896.0,54.0,12739.0,46.0,12075.0
139343,Cassandra Aebersold,I-Women,89845.0,15322.0,125.0,21432.0,220.0,20361.0,240.0,9122.0,33.0,22858.0,29.0,16072.0
128775,Chantelle Kane,I-Women,89846.0,15323.0,133.0,18448.0,210.0,23514.0,240.0,9774.0,41.0,19210.0,22.0,18900.0
9618,Lynnette Houghton,I-Women,89850.0,15324.0,127.0,20270.0,230.0,17685.0,179.0,18800.0,43.0,17915.0,36.0,15180.0
102930,Jazzie Ruiz,I-Women,89851.0,15325.0,127.0,20267.0,230.0,17685.0,161.0,22349.0,48.0,14779.0,38.0,14771.0
134247,Mary Mikul'chik,I-Women,89857.0,15326.0,138.0,16985.0,227.0,18590.0,130.0,29952.0,57.0,11668.0,45.0,12662.0
80438,Jill Sims,I-Women,89868.0,15327.0,140.0,16529.0,215.0,21346.0,135.0,28896.0,50.0,14195.0,51.0,8902.0
13523,Faith Saltmarsh,I-Women,89877.0,15328.0,133.0,18382.0,232.0,17091.0,143.0,27176.0,57.0,11668.0,33.0,15560.0
6678,Julia Lapworth,I-Women,89880.0,15329.0,141.0,16182.0,220.0,20361.0,1.0,38288.0,66.0,6765.0,52.0,8284.0
78060,Kelsey Craft,I-Women,89888.0,15330.0,134.0,18079.0,235.0,16288.0,161.0,22258.0,48.0,14779.0,23.0,18484.0
22722,Jaime Ferguson,I-Women,89892.0,15331.0,146.0,14740.0,197.0,27646.0,195.0,16268.0,43.0,17915.0,44.0,13323.0
189397,Jillian Hamilton,I-Women,89893.0,15332.0,125.0,21272.0,216.0,21172.0,209.0,14404.0,44.0,17216.0,30.0,15829.0
106662,Melissa Adamo,I-Women,89899.0,15333.0,126.0,20818.0,252.0,11163.0,150.0,25322.0,35.0,22426.0,49.0,10170.0
178128,Erica Carter,I-Women,89906.0,15334.0,119.0,24506.0,190.0,29091.0,213.0,13860.0,57.0,11668.0,48.0,10781.0
130971,amy boyd,I-Women,89918.0,15335.0,150.0,12821.0,226.0,18879.0,196.0,16198.0,30.0,23536.0,23.0,18484.0
89948,Yara Torres,I-Women,89923.0,15336.0,150.0,12340.0,185.0,29927.0,171.0,20318.0,47.0,15263.0,46.0,12075.0
178497,Jessica Burns,I-Women,89927.0,15337.0,143.0,15769.0,240.0,14366.0,113.0,33076.0,44.0,17216.0,50.0,9500.0
25289,Christine Gleason,I-Women,89931.0,15338.0,143.0,15586.0,212.0,22674.0,210.0,14205.0,38.0,21014.0,28.0,16452.0
106656,Jess Donnellan,I-Women,89932.0,15339.0,118.0,24631.0,271.0,6342.0,182.0,18305.0,42.0,18563.0,15.0,22091.0
110881,Angela Stoutenburgh,I-Women,89938.0,15340.0,150.0,11431.0,214.0,21820.0,160.0,22613.0,53.0,13136.0,17.0,20938.0
16743,Erin Rose,I-Women,89950.0,15341.0,129.0,19628.0,215.0,21346.0,183.0,18125.0,48.0,14779.0,29.0,16072.0
111387,Kayla Jones,I-Women,89963.0,15342.0,150.0,12340.0,236.0,16057.0,159.0,22834.0,32.0,23069.0,32.0,15663.0
44628,Kara Silva,I-Women,89964.0,15343.0,143.0,15619.0,215.0,21346.0,153.0,24190.0,55.0,12357.0,28.0,16452.0
187572,Bettina Herold,I-Women,89964.0,15343.0,137.0,17357.0,225.0,19166.0,192.0,16723.0,47.0,15263.0,16.0,21455.0
164612,desiree nacer,I-Women,89965.0,15345.0,150.0,13917.0,191.0,28953.0,182.0,18239.0,66.0,6765.0,15.0,22091.0
115226,CHARITY THOMAS,I-Women,89973.0,15346.0,123.0,22455.0,214.0,21820.0,181.0,18533.0,58.0,11336.0,30.0,15829.0
109034,Ann Rutledge,I-Women,89982.0,15347.0,134.0,18079.0,260.0,9093.0,168.0,20887.0,40.0,19832.0,15.0,22091.0
122321,Camilla Ågren,I-Women,89982.0,15347.0,113.0,27171.0,237.0,15810.0,175.0,19616.0,51.0,13854.0,43.0,13531.0
44869,Kelsi Kepler,I-Women,89986.0,15349.0,142.0,15815.0,228.0,18317.0,157.0,23261.0,42.0,18563.0,41.0,14030.0
51513,Claudia Gallardo-Licea,I-Women,89992.0,15350.0,132.0,18583.0,220.0,20361.0,155.0,23663.0,51.0,13854.0,43.0,13531.0
74530,Sarah clark,I-Women,89992.0,15350.0,136.0,17663.0,222.0,20009.0,194.0,16416.0,40.0,19832.0,29.0,16072.0
177543,Mary Kate Rice,I-Women,89997.0,15352.0,122.0,22871.0,215.0,21346.0,210.0,14306.0,36.0,21974.0,50.0,9500.0
152624,Kelli Buesgens,I-Women,90005.0,15353.0,133.0,18288.0,225.0,19166.0,153.0,24256.0,49.0,14520.0,42.0,13775.0
27794,Molly Molter,I-Women,90006.0,15354.0,150.0,12241.0,208.0,24857.0,138.0,28243.0,56.0,12003.0,45.0,12662.0
173049,mickie radick,I-Women,90007.0,15355.0,133.0,18288.0,230.0,17685.0,217.0,13380.0,42.0,18563.0,15.0,22091.0
121850,Nakamasu Miki,I-Women,90009.0,15356.0,116.0,25779.0,231.0,17399.0,240.0,9930.0,26.0,24239.0,45.0,12662.0
13010,Marisel Clark,I-Women,90012.0,15357.0,130.0,18980.0,241.0,13928.0,151.0,24907.0,44.0,17216.0,37.0,14981.0
118417,Joanna Langstaff,I-Women,90016.0,15358.0,113.0,27359.0,235.0,16288.0,240.0,10465.0,40.0,19832.0,29.0,16072.0
125508,Katie Laughery,I-Women,90019.0,15359.0,120.0,23853.0,240.0,14366.0,177.0,19111.0,46.0,15838.0,27.0,16851.0
88012,Denise Zecca,I-Women,90019.0,15359.0,131.0,18818.0,225.0,19166.0,186.0,17713.0,46.0,15838.0,23.0,18484.0
129283,Emma Groves,I-Women,90043.0,15361.0,114.0,26727.0,259.0,9347.0,237.0,11533.0,30.0,23536.0,22.0,18900.0
102419,Amanda Corkum,I-Women,90044.0,15362.0,150.0,10767.0,221.0,20196.0,150.0,25623.0,56.0,12003.0,16.0,21455.0
182583,Kat Wamser,I-Women,90049.0,15363.0,150.0,13113.0,197.0,27646.0,180.0,18694.0,62.0,9141.0,16.0,21455.0
105371,Darby Santora,I-Women,90050.0,15364.0,153.0,5270.0,234.0,16555.0,192.0,16747.0,3.0,29387.0,15.0,22091.0
147924,Mindi Reheis,I-Women,90051.0,15365.0,112.0,28175.0,229.0,18041.0,240.0,6239.0,37.0,21524.0,29.0,16072.0
209824,Eleni Poulos,I-Women,90052.0,15366.0,112.0,27881.0,210.0,23514.0,240.0,9122.0,47.0,15263.0,40.0,14272.0
162057,Rachel Lewis,I-Women,90054.0,15367.0,124.0,21819.0,240.0,14366.0,195.0,16350.0,40.0,19832.0,25.0,17687.0
103487,Tamara Hennessy-Burt,I-Women,90055.0,15368.0,150.0,12571.0,234.0,16555.0,140.0,27774.0,40.0,19832.0,44.0,13323.0
6723,Jo Marley,I-Women,90063.0,15369.0,129.0,19513.0,233.0,16825.0,182.0,18327.0,47.0,15263.0,19.0,20135.0
16356,Meghan Elkins,I-Women,90066.0,15370.0,129.0,19385.0,212.0,22674.0,136.0,28676.0,63.0,8550.0,48.0,10781.0
110270,Karen Troni,I-Women,90072.0,15371.0,124.0,21835.0,224.0,19641.0,145.0,26739.0,55.0,12357.0,50.0,9500.0
197756,Elizabeth Torres,I-Women,90072.0,15371.0,148.0,14340.0,208.0,24857.0,157.0,23149.0,50.0,14195.0,43.0,13531.0
124988,Hannah Zech,I-Women,90074.0,15373.0,126.0,20821.0,218.0,20782.0,184.0,17991.0,60.0,10345.0,19.0,20135.0
203634,Mimi Omernik,I-Women,90074.0,15373.0,142.0,15801.0,195.0,28139.0,162.0,22136.0,58.0,11336.0,45.0,12662.0
5273,Lorena Suarez,I-Women,90075.0,15375.0,142.0,15878.0,232.0,17091.0,140.0,27774.0,40.0,19832.0,50.0,9500.0
47700,Kathryn Leibfried,I-Women,90087.0,15376.0,151.0,6641.0,227.0,18590.0,217.0,13378.0,3.0,29387.0,15.0,22091.0
38306,Chris Gordon,I-Women,90090.0,15377.0,117.0,25251.0,243.0,13200.0,240.0,9170.0,38.0,21014.0,16.0,21455.0
193954,JoLena Machado,I-Women,90091.0,15378.0,126.0,20868.0,226.0,18879.0,164.0,21648.0,43.0,17915.0,48.0,10781.0
126916,Bridget Raftery,I-Women,90093.0,15379.0,150.0,7018.0,248.0,11876.0,164.0,21679.0,14.0,27429.0,15.0,22091.0
16278,Annette Hall,I-Women,90106.0,15380.0,118.0,25054.0,197.0,27646.0,240.0,9219.0,58.0,11336.0,27.0,16851.0
8288,Kimberly Thompson,I-Women,90107.0,15381.0,151.0,6629.0,245.0,12490.0,5.0,38233.0,36.0,21974.0,48.0,10781.0
181668,Nerine Maartens,I-Women,90122.0,15382.0,119.0,24358.0,225.0,19166.0,220.0,13073.0,46.0,15838.0,25.0,17687.0
34400,Jenny Banks,I-Women,90128.0,15383.0,142.0,15919.0,206.0,25319.0,179.0,18900.0,43.0,17915.0,46.0,12075.0
178072,Angela Bogard,I-Women,90137.0,15384.0,126.0,20679.0,191.0,28953.0,176.0,19336.0,46.0,15838.0,58.0,5331.0
139772,Kerrie Glassman,I-Women,90143.0,15385.0,118.0,24710.0,281.0,4830.0,156.0,23310.0,46.0,15838.0,16.0,21455.0
157564,Stephanie Kuzma,I-Women,90157.0,15386.0,116.0,25917.0,223.0,19844.0,213.0,13819.0,43.0,17915.0,45.0,12662.0
181789,Susan Bartlett,I-Women,90161.0,15387.0,121.0,23520.0,249.0,11715.0,210.0,14156.0,40.0,19832.0,17.0,20938.0
17579,BB Fischer,I-Women,90162.0,15388.0,137.0,17226.0,189.0,29283.0,185.0,17855.0,53.0,13136.0,45.0,12662.0
198611,Becky Dunkelberger,I-Women,90168.0,15389.0,134.0,18140.0,242.0,13593.0,212.0,13911.0,32.0,23069.0,16.0,21455.0
47710,Tanya Tolman,I-Women,90175.0,15390.0,122.0,22539.0,210.0,23514.0,187.0,17527.0,49.0,14520.0,46.0,12075.0
23920,Valerie Pettersen,I-Women,90183.0,15391.0,141.0,16379.0,204.0,25848.0,240.0,9170.0,37.0,21524.0,26.0,17262.0
179498,Katie Lorino,I-Women,90183.0,15391.0,130.0,18927.0,180.0,32017.0,188.0,17382.0,55.0,12357.0,50.0,9500.0
104530,Sarah Weaver,I-Women,90185.0,15393.0,127.0,20172.0,216.0,21172.0,206.0,14745.0,48.0,14779.0,21.0,19317.0
191855,Stephanie Smith,I-Women,90199.0,15394.0,120.0,23584.0,218.0,20782.0,220.0,13079.0,51.0,13854.0,22.0,18900.0
98293,Erica Piwinsky,I-Women,90200.0,15395.0,135.0,17860.0,215.0,21346.0,152.0,24607.0,55.0,12357.0,41.0,14030.0
150023,Alicia Cave,I-Women,90202.0,15396.0,126.0,20745.0,214.0,21820.0,208.0,14437.0,52.0,13475.0,20.0,19725.0
79224,Erika Mabrey,I-Women,90205.0,15397.0,148.0,14344.0,207.0,25103.0,148.0,26259.0,61.0,9728.0,38.0,14771.0
73960,Jessica Sullivan,I-Women,90220.0,15398.0,119.0,24539.0,218.0,20782.0,222.0,12843.0,54.0,12739.0,21.0,19317.0
103720,Amy Usher,I-Women,90223.0,15399.0,122.0,23010.0,247.0,12101.0,189.0,17183.0,46.0,15838.0,15.0,22091.0
21546,Kerri Gow,I-Women,90228.0,15400.0,137.0,17327.0,210.0,23514.0,197.0,16029.0,45.0,16507.0,27.0,16851.0
116693,Julianna Lower,I-Women,90236.0,15401.0,146.0,14782.0,192.0,28805.0,210.0,14157.0,55.0,12357.0,19.0,20135.0
147645,Diana Pin,I-Women,90241.0,15402.0,135.0,17957.0,205.0,25560.0,150.0,25556.0,57.0,11668.0,50.0,9500.0
18495,Colleen Taylor,I-Women,90245.0,15403.0,147.0,14636.0,226.0,18879.0,178.0,18981.0,44.0,17216.0,18.0,20533.0
208090,Stephanie Rosini,I-Women,90266.0,15404.0,118.0,24935.0,220.0,20361.0,177.0,19171.0,42.0,18563.0,54.0,7236.0
125225,Erin Owen,I-Women,90268.0,15405.0,140.0,16396.0,222.0,20009.0,153.0,24173.0,56.0,12003.0,25.0,17687.0
143477,Cori Cosby,I-Women,90269.0,15406.0,100.0,35336.0,226.0,18879.0,240.0,5796.0,36.0,21974.0,52.0,8284.0
163949,Tami Reynolds,I-Women,90269.0,15406.0,130.0,19250.0,248.0,11876.0,170.0,20445.0,42.0,18563.0,19.0,20135.0
188541,Joni Bannister,I-Women,90270.0,15408.0,135.0,17822.0,228.0,18317.0,185.0,17845.0,50.0,14195.0,15.0,22091.0
187229,Jennifer O'Connor,I-Women,90275.0,15409.0,100.0,37600.0,223.0,19844.0,170.0,20397.0,76.0,2934.0,50.0,9500.0
81692,Nina Amundsen,I-Women,90276.0,15410.0,114.0,27021.0,228.0,18317.0,180.0,18645.0,42.0,18563.0,53.0,7730.0
109825,Katie Austin,I-Women,90282.0,15411.0,137.0,17374.0,211.0,23076.0,197.0,16073.0,57.0,11668.0,15.0,22091.0
116808,Alison Bradley,I-Women,90287.0,15412.0,40.0,46190.0,225.0,19166.0,240.0,8477.0,61.0,9728.0,55.0,6726.0
125867,Debbie Hortelano,I-Women,90298.0,15413.0,115.0,26189.0,240.0,14366.0,165.0,21493.0,37.0,21524.0,55.0,6726.0
106924,Taryn Paola,I-Women,90307.0,15414.0,122.0,22572.0,231.0,17399.0,181.0,18464.0,41.0,19210.0,45.0,12662.0
111466,Ronda Gadd,I-Women,90308.0,15415.0,150.0,13716.0,211.0,23076.0,170.0,20566.0,47.0,15263.0,25.0,17687.0
20624,Jacqueline Hastings,I-Women,90319.0,15416.0,133.0,18382.0,221.0,20196.0,204.0,15058.0,40.0,19832.0,27.0,16851.0
150818,Courtney Arikian,I-Women,90322.0,15417.0,112.0,27844.0,218.0,20782.0,178.0,18993.0,45.0,16507.0,56.0,6196.0
53346,Jennifer McDade,I-Women,90324.0,15418.0,113.0,27274.0,259.0,9347.0,150.0,25739.0,45.0,16507.0,47.0,11457.0
2359,Amy Presby,I-Women,90326.0,15419.0,123.0,22320.0,197.0,27646.0,205.0,14951.0,45.0,16507.0,51.0,8902.0
148693,Rebecca Valentine,I-Women,90329.0,15420.0,117.0,25456.0,198.0,27356.0,218.0,13280.0,45.0,16507.0,53.0,7730.0
