,Name,Division,OverallRank,Rank,Wk1_Score,Wk1_Rank,Wk2_Score,Wk2_Rank,Wk3_Score,Wk3_Rank,Wk4_Score,Wk4_Rank,Wk5_Score,Wk5_Rank
361982,Ashley Miller,I-Women,6085.0,854.0,283.0,231.0,339.0,1562.0,83.0,3874.0,259.0,129.0,576.0,289.0
245403,Colleen Fotsch,I-Women,784.0,80.0,282.0,239.0,430.0,16.0,128.0,41.0,258.0,133.0,583.0,355.0
37537,Alessandra Pichelli,I-Women,906.0,94.0,282.0,239.0,427.0,103.0,127.0,46.0,261.0,96.0,591.0,422.0
110918,Whitney Gelin,I-Women,721.0,70.0,282.0,239.0,430.0,46.0,116.0,175.0,253.0,201.0,528.0,60.0
143824,Rachel Serna,I-Women,1808.0,220.0,282.0,239.0,347.0,412.0,115.0,245.0,245.0,359.0,601.0,553.0
111393,Ashlee Hegner,I-Women,2086.0,274.0,282.0,239.0,347.0,413.0,114.0,284.0,258.0,146.0,633.0,1004.0
302397,Annie-Pier Ricard,I-Women,1893.0,233.0,282.0,239.0,347.0,405.0,103.0,744.0,256.0,170.0,581.0,335.0
240175,Jevon Hetland,I-Women,2722.0,357.0,282.0,239.0,340.0,1278.0,113.0,371.0,242.0,451.0,586.0,383.0
144190,Sonia Hurtubise,I-Women,2731.0,358.0,282.0,239.0,343.0,771.0,102.0,982.0,284.0,20.0,615.0,719.0
3816,Megan Benzik,I-Women,1987.0,251.0,282.0,239.0,346.0,442.0,103.0,756.0,245.0,356.0,562.0,194.0
443608,Brianna Lamb,I-Women,3488.0,482.0,282.0,239.0,426.0,122.0,96.0,1606.0,219.0,1080.0,593.0,441.0
142915,Steph Hay,I-Women,,,282.0,239.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
80282,Whitney Darchuk,I-Women,1651.0,199.0,281.0,250.0,424.0,219.0,116.0,174.0,257.0,157.0,624.0,851.0
238419,Carla Frazier,I-Women,1685.0,206.0,281.0,250.0,423.0,260.0,109.0,505.0,235.0,632.0,517.0,38.0
249631,Jaimie Byerly,I-Women,1971.0,248.0,281.0,250.0,423.0,299.0,101.0,1233.0,269.0,53.0,551.0,136.0
16703,Carly Menzies,I-Women,2149.0,286.0,281.0,250.0,343.0,788.0,108.0,550.0,243.0,416.0,553.0,145.0
196611,Samantha Sullivan,I-Women,2286.0,298.0,281.0,250.0,343.0,748.0,103.0,752.0,251.0,247.0,576.0,289.0
74789,Lynn Potter,I-Women,2679.0,349.0,281.0,250.0,343.0,806.0,116.0,185.0,227.0,863.0,603.0,575.0
20774,Britney Holmberg,I-Women,4572.0,641.0,281.0,250.0,339.0,1627.0,101.0,1273.0,229.0,813.0,606.0,609.0
94386,Christine Anastario,I-Women,3769.0,525.0,281.0,250.0,426.0,131.0,89.0,2649.0,246.0,334.0,588.0,405.0
102762,Jenny Borda,I-Women,1228.0,140.0,280.0,258.0,423.0,370.0,122.0,84.0,249.0,281.0,568.0,235.0
32428,Leann Lapp,I-Women,1594.0,184.0,280.0,258.0,424.0,206.0,106.0,611.0,250.0,261.0,571.0,258.0
709102,Chantelle Loehner,I-Women,2709.0,353.0,280.0,258.0,344.0,639.0,118.0,147.0,232.0,728.0,630.0,937.0
130623,Hannah Steffey,I-Women,5471.0,769.0,280.0,258.0,261.0,2730.0,110.0,464.0,213.0,1496.0,599.0,523.0
108408,Delaina Snider,I-Women,1264.0,144.0,279.0,262.0,426.0,137.0,116.0,179.0,241.0,454.0,567.0,232.0
16173,Jessica Coughlan,I-Women,1191.0,132.0,279.0,262.0,428.0,69.0,115.0,252.0,247.0,331.0,575.0,277.0
59513,Jaci Cale,I-Women,1299.0,148.0,279.0,262.0,424.0,218.0,120.0,99.0,238.0,566.0,555.0,154.0
318830,Lauren Weeks,I-Women,1503.0,169.0,279.0,262.0,423.0,269.0,104.0,675.0,251.0,236.0,529.0,61.0
518205,Meg Allison,I-Women,2380.0,314.0,279.0,262.0,424.0,240.0,102.0,935.0,258.0,134.0,621.0,809.0
118640,Jennifer Rodriguez,I-Women,2737.0,359.0,279.0,262.0,423.0,328.0,102.0,943.0,240.0,485.0,615.0,719.0
16492,Lindsey Kelly,I-Women,3292.0,446.0,279.0,262.0,423.0,346.0,114.0,314.0,209.0,1867.0,597.0,503.0
3217,Jennifer Jones,I-Women,3836.0,532.0,279.0,262.0,423.0,319.0,120.0,109.0,242.0,448.0,701.0,2698.0
102486,Julie Murray,I-Women,4107.0,572.0,279.0,262.0,339.0,1603.0,103.0,787.0,223.0,966.0,596.0,489.0
